wavelength flux err_flux
(3327.02334027369,) (13.458395890768953,) (1.3458395890768953,)
(3328.18393115498,) (18.253801005107565,) (1.8253801005107566,)
(3329.3446974693,) (15.773645962543574,) (1.5773645962543574,)
(3330.50563905675,) (8.280785612397507,) (0.8280785612397507,)
(3331.66675575743,) (12.87492350324297,) (1.287492350324297,)
(3332.82804741142,) (10.867466447201712,) (1.0867466447201712,)
(3333.98951385882,) (15.2020925870614,) (1.52020925870614,)
(3335.15115493971,) (11.143429074432973,) (1.1143429074432973,)
(3336.31297049421,) (15.692478119377617,) (1.5692478119377617,)
(3337.47496036239,) (11.437897857378065,) (1.1437897857378065,)
(3338.63712438435,) (15.99334775820265,) (1.5993347758202652,)
(3339.79946240019,) (12.702464054910061,) (1.270246405491006,)
(3340.96197425,) (10.397715802225134,) (1.0397715802225134,)
(3342.12465977386,) (7.853019454240077,) (0.7853019454240078,)
(3343.28751881188,) (7.13746096729835,) (0.713746096729835,)
(3344.45055120415,) (10.371280803476928,) (1.0371280803476928,)
(3345.61375679076,) (7.482405677501321,) (0.748240567750132,)
(3346.7771354118,) (9.352073586583618,) (0.9352073586583618,)
(3347.94068690737,) (9.631790037924128,) (0.9631790037924128,)
(3349.10441111756,) (9.615577177083843,) (0.9615577177083843,)
(3350.26830788247,) (9.389844198763184,) (0.9389844198763184,)
(3351.43237704218,) (10.254367781606584,) (1.0254367781606584,)
(3352.59661843679,) (19.391163070072295,) (1.9391163070072295,)
(3353.7610319064,) (9.456982181377096,) (0.9456982181377096,)
(3354.92561729109,) (9.479511331097633,) (0.9479511331097633,)
(3356.09037443097,) (10.963898899215653,) (1.0963898899215654,)
(3357.25530316611,) (7.511736425182855,) (0.7511736425182856,)
(3358.42040333663,) (13.602562813055762,) (1.3602562813055763,)
(3359.5856747826,) (10.681335661781803,) (1.0681335661781803,)
(3360.75111734413,) (9.847240260106078,) (0.9847240260106078,)
(3361.9167308613,) (7.602773951131827,) (0.7602773951131827,)
(3363.08251517422,) (9.144627312804051,) (0.9144627312804051,)
(3364.24847012296,) (8.754880118204262,) (0.8754880118204262,)
(3365.41459554764,) (5.215174673368808,) (0.5215174673368808,)
(3366.58089128833,) (9.028548726440393,) (0.9028548726440393,)
(3367.74735718514,) (10.415442049512825,) (1.0415442049512824,)
(3368.91399307815,) (3.424157613101959,) (0.3424157613101959,)
(3370.08079880746,) (10.942357999412778,) (1.0942357999412777,)
(3371.24777421317,) (15.174339641268078,) (1.5174339641268078,)
(3372.41491913536,) (11.081899725435283,) (1.1081899725435282,)
(3373.58223341413,) (5.837072913537465,) (0.5837072913537465,)
(3374.74971688957,) (7.149075764884029,) (0.7149075764884029,)
(3375.91736940178,) (6.620110783228338,) (0.6620110783228338,)
(3377.08519079085,) (3.0857342700711086,) (0.3085734270071109,)
(3378.25318089687,) (1.6198819286717263,) (0.16198819286717264,)
(3379.42133955994,) (1.091694256768487,) (0.1091694256768487,)
(3380.58966662014,) (5.4982144477765775,) (0.5498214447776577,)
(3381.75816191758,) (8.11915081918281,) (0.811915081918281,)
(3382.92682529234,) (8.362978103900396,) (0.8362978103900396,)
(3384.09565658452,) (11.616324051588872,) (1.1616324051588873,)
(3385.26465563422,) (13.735656730178196,) (1.3735656730178196,)
(3386.43382228152,) (10.966098936749672,) (1.0966098936749673,)
(3387.60315636651,) (13.380207233121839,) (1.338020723312184,)
(3388.7726577293,) (11.594079211546678,) (1.1594079211546677,)
(3389.94232620998,) (8.67446087926324,) (0.8674460879263239,)
(3391.11216164863,) (10.039853887827675,) (1.0039853887827674,)
(3392.28216388536,) (15.155137067172507,) (1.5155137067172508,)
(3393.45233276025,) (12.939094851872452,) (1.2939094851872452,)
(3394.6226681134,) (8.059698985924566,) (0.8059698985924566,)
(3395.7931697849,) (7.168000154920625,) (0.7168000154920625,)
(3396.96383761484,) (15.511174539525818,) (1.5511174539525818,)
(3398.13467144332,) (13.610266210858187,) (1.3610266210858186,)
(3399.30567111044,) (10.555641201273264,) (1.0555641201273265,)
(3400.47683645627,) (9.470450557108219,) (0.9470450557108219,)
(3401.64816732093,) (8.8385895256623,) (0.88385895256623,)
(3402.8196635445,) (10.843891902694763,) (1.0843891902694762,)
(3403.99132496707,) (15.480162641383226,) (1.5480162641383226,)
(3405.16315142874,) (9.578185514004279,) (0.9578185514004278,)
(3406.3351427696,) (9.09747474049615,) (0.909747474049615,)
(3407.50729882975,) (9.46746577655443,) (0.946746577655443,)
(3408.67961944927,) (13.662310200416709,) (1.366231020041671,)
(3409.85210446826,) (6.525783601149036,) (0.6525783601149036,)
(3411.02475372682,) (12.227596063270337,) (1.2227596063270336,)
(3412.19756706503,) (7.718730775282939,) (0.7718730775282939,)
(3413.370544323,) (9.485534861728864,) (0.9485534861728864,)
(3414.54368534081,) (7.6014563852339405,) (0.760145638523394,)
(3415.71698995855,) (11.556244463296096,) (1.1556244463296097,)
(3416.89045801633,) (14.362055826006955,) (1.4362055826006954,)
(3418.06408935423,) (12.362234789351172,) (1.2362234789351172,)
(3419.23788381235,) (12.303322377813295,) (1.2303322377813295,)
(3420.41184123077,) (9.85900409793301,) (0.985900409793301,)
(3421.58596144961,) (13.402707524989088,) (1.3402707524989088,)
(3422.76024430893,) (9.61844934859757,) (0.9618449348597571,)
(3423.93468964885,) (12.489402998846376,) (1.2489402998846377,)
(3425.10929730945,) (10.511041430927856,) (1.0511041430927857,)
(3426.28406713083,) (12.636682183993722,) (1.2636682183993722,)
(3427.45899895308,) (7.276679477116252,) (0.7276679477116252,)
(3428.63409261629,) (7.795659056595804,) (0.7795659056595804,)
(3429.80934796055,) (11.27467697230942,) (1.127467697230942,)
(3430.98476482597,) (12.443902083858289,) (1.244390208385829,)
(3432.16034305263,) (8.496194717674822,) (0.8496194717674822,)
(3433.33608248062,) (9.32085784557195,) (0.932085784557195,)
(3434.51198295005,) (11.676262151476298,) (1.1676262151476298,)
(3435.688044301,) (13.98006907022654,) (1.398006907022654,)
(3436.86426637356,) (11.277694975035363,) (1.1277694975035364,)
(3438.04064900783,) (7.498276334732334,) (0.7498276334732334,)
(3439.21719204391,) (9.038236228806978,) (0.9038236228806978,)
(3440.39389532188,) (9.83335033901464,) (0.9833350339014639,)
(3441.57075868184,) (10.895522664231859,) (1.0895522664231858,)
(3442.74778196388,) (9.249363619699592,) (0.9249363619699592,)
(3443.9249650081,) (5.901167124944256,) (0.5901167124944255,)
(3445.10230765459,) (9.437271639519588,) (0.9437271639519589,)
(3446.27980974344,) (11.089106470963241,) (1.1089106470963241,)
(3447.45747111475,) (9.997023671872986,) (0.9997023671872987,)
(3448.6352916086,) (11.98398199074358,) (1.198398199074358,)
(3449.8132710651,) (7.3587953491954226,) (0.7358795349195423,)
(3450.99140932433,) (11.409873253264022,) (1.1409873253264022,)
(3452.16970622639,) (10.509435671951616,) (1.0509435671951617,)
(3453.34816161137,) (13.124944979558908,) (1.3124944979558908,)
(3454.52677531937,) (9.503299302149232,) (0.9503299302149232,)
(3455.70554719047,) (9.614847227706736,) (0.9614847227706736,)
(3456.88447706478,) (8.340785649487382,) (0.8340785649487381,)
(3458.06356478238,) (12.553436224356936,) (1.2553436224356935,)
(3459.24281018337,) (11.960509099865105,) (1.1960509099865104,)
(3460.42221310784,) (11.588523936235939,) (1.158852393623594,)
(3461.60177339588,) (10.704416620160593,) (1.0704416620160593,)
(3462.7814908876,) (9.165741584094556,) (0.9165741584094557,)
(3463.96136542307,) (8.093650191832934,) (0.8093650191832934,)
(3465.1413968424,) (11.005426277726375,) (1.1005426277726376,)
(3466.32158498568,) (9.005920748304897,) (0.9005920748304896,)
(3467.501929693,) (5.477260140025154,) (0.5477260140025154,)
(3468.68243080445,) (10.17270454761012,) (1.017270454761012,)
(3469.86308816013,) (10.808723458059198,) (1.0808723458059197,)
(3471.04390160013,) (9.444559969254783,) (0.9444559969254783,)
(3472.22487096455,) (13.453126706376807,) (1.3453126706376808,)
(3473.40599609347,) (7.008308749158475,) (0.7008308749158475,)
(3474.587276827,) (8.484982876515641,) (0.8484982876515641,)
(3475.76871300521,) (8.258578148437667,) (0.8258578148437667,)
(3476.95030446822,) (6.598339575228172,) (0.6598339575228171,)
(3478.13205105611,) (9.458792773677636,) (0.9458792773677637,)
(3479.31395260896,) (7.184922069431474,) (0.7184922069431474,)
(3480.49600896689,) (7.597507537423582,) (0.7597507537423582,)
(3481.67821996998,) (7.336305358647897,) (0.7336305358647897,)
(3482.86058545832,) (7.089226202350664,) (0.7089226202350665,)
(3484.043105272,) (7.966862682803462,) (0.7966862682803462,)
(3485.22577925113,) (6.72172631167834,) (0.672172631167834,)
(3486.40860723579,) (9.072112899331714,) (0.9072112899331713,)
(3487.59158906608,) (7.007993206609754,) (0.7007993206609754,)
(3488.77472458209,) (7.799944410200379,) (0.7799944410200379,)
(3489.95801362391,) (3.407763872968125,) (0.3407763872968125,)
(3491.14145603163,) (7.096469098551357,) (0.7096469098551357,)
(3492.32505164536,) (1.7808115550655628,) (0.1780811555065563,)
(3493.50880030518,) (1.4641634061045883,) (0.14641634061045883,)
(3494.69270185119,) (6.539527834584894,) (0.6539527834584894,)
(3495.87675612347,) (6.520088420902952,) (0.6520088420902952,)
(3497.06096296213,) (5.825432504164141,) (0.5825432504164141,)
(3498.24532220726,) (6.621495710888202,) (0.6621495710888202,)
(3499.42983369894,) (10.617822769461773,) (1.0617822769461773,)
(3500.61449727728,) (7.39572515713131,) (0.739572515713131,)
(3501.79931278236,) (9.183379113529814,) (0.9183379113529814,)
(3502.98428005428,) (10.401178733969433,) (1.0401178733969432,)
(3504.16939893314,) (7.541778416483874,) (0.7541778416483874,)
(3505.35466925902,) (9.523124614184606,) (0.9523124614184606,)
(3506.54009087202,) (9.450902795071395,) (0.9450902795071394,)
(3507.72566361223,) (10.375415865806263,) (1.0375415865806263,)
(3508.91138731975,) (6.846995158088019,) (0.6846995158088018,)
(3510.09726183466,) (7.288861527795473,) (0.7288861527795473,)
(3511.28328699707,) (9.19729937123864,) (0.9197299371238641,)
(3512.46946264706,) (10.044172458245034,) (1.0044172458245035,)
(3513.65578862474,) (7.192839641096923,) (0.7192839641096923,)
(3514.84226477018,) (9.134272909152367,) (0.9134272909152367,)
(3516.02889092349,) (8.331655814220897,) (0.8331655814220896,)
(3517.21566692476,) (6.329956118141069,) (0.6329956118141069,)
(3518.40259261408,) (7.2231073589175265,) (0.7223107358917527,)
(3519.58966783154,) (6.934273624322923,) (0.6934273624322923,)
(3520.77689241724,) (5.869887156067914,) (0.5869887156067913,)
(3521.96426621128,) (7.721190943558195,) (0.7721190943558195,)
(3523.15178905374,) (7.5110885545885955,) (0.7511088554588595,)
(3524.33946078472,) (3.931073227566872,) (0.3931073227566872,)
(3525.52728124431,) (2.002617270200053,) (0.20026172702000528,)
(3526.7152502726,) (1.6255542411929025,) (0.16255542411929025,)
(3527.90336770969,) (2.1880302758386683,) (0.21880302758386683,)
(3529.09163339567,) (1.7996180187028954,) (0.17996180187028954,)
(3530.28004717064,) (1.5262230079801546,) (0.15262230079801548,)
(3531.46860887469,) (1.135888765986467,) (0.1135888765986467,)
(3532.6573183479,) (1.3701379774187412,) (0.1370137977418741,)
(3533.84617543038,) (1.7844906123691484,) (0.17844906123691484,)
(3535.03517996222,) (1.2600010944383593,) (0.12600010944383594,)
(3536.22433178351,) (1.1177101433407064,) (0.11177101433407063,)
(3537.41363073434,) (3.8935708074615807,) (0.38935708074615805,)
(3538.60307665481,) (3.6275554919827657,) (0.3627555491982766,)
(3539.79266938501,) (7.463681608057628,) (0.7463681608057627,)
(3540.98240876504,) (10.157968103948933,) (1.0157968103948933,)
(3542.17229463498,) (6.769645548310531,) (0.6769645548310531,)
(3543.36232683493,) (7.272702229811237,) (0.7272702229811238,)
(3544.55250520499,) (6.269797178688069,) (0.6269797178688069,)
(3545.74282958524,) (7.300122441697813,) (0.7300122441697814,)
(3546.93329981578,) (6.398185790490562,) (0.6398185790490561,)
(3548.12391573671,) (6.319277708727661,) (0.6319277708727661,)
(3549.31467718811,) (9.567523838221174,) (0.9567523838221174,)
(3550.50558401009,) (6.2289512816507875,) (0.6228951281650787,)
(3551.69663604272,) (3.972402782110758,) (0.3972402782110758,)
(3552.88783312612,) (4.7065233859297155,) (0.47065233859297156,)
(3554.07917510036,) (4.720506769227129,) (0.47205067692271296,)
(3555.27066180555,) (4.427387818023029,) (0.4427387818023029,)
(3556.46229308177,) (7.653247185804245,) (0.7653247185804245,)
(3557.65406876912,) (11.10004991656472,) (1.110004991656472,)
(3558.8459887077,) (8.626978972517325,) (0.8626978972517325,)
(3560.03805273759,) (5.738825041315718,) (0.5738825041315718,)
(3561.23026069889,) (8.330506436475863,) (0.8330506436475863,)
(3562.4226124317,) (8.683266225576924,) (0.8683266225576924,)
(3563.6151077761,) (11.093998274800429,) (1.109399827480043,)
(3564.80774657219,) (8.744655615485897,) (0.8744655615485897,)
(3566.00052866006,) (7.557088193669676,) (0.7557088193669677,)
(3567.19345387981,) (7.650016521963096,) (0.7650016521963096,)
(3568.38652207152,) (7.118320834568997,) (0.7118320834568996,)
(3569.5797330753,) (9.262608333451018,) (0.9262608333451018,)
(3570.77308673124,) (8.514076642267073,) (0.8514076642267072,)
(3571.96658287942,) (9.907749725703706,) (0.9907749725703706,)
(3573.16022135995,) (9.0107218452479,) (0.90107218452479,)
(3574.35400201291,) (6.98095572365251,) (0.698095572365251,)
(3575.5479246784,) (8.701828788083764,) (0.8701828788083764,)
(3576.74198919652,) (7.928143092685337,) (0.7928143092685337,)
(3577.93619540735,) (8.687087045986642,) (0.8687087045986642,)
(3579.13054315098,) (8.846822138793048,) (0.8846822138793048,)
(3580.32503226752,) (9.495404847054298,) (0.9495404847054297,)
(3581.51966259706,) (8.180472471585388,) (0.8180472471585387,)
(3582.71443397968,) (8.670000890545099,) (0.8670000890545099,)
(3583.90934625548,) (5.575650614131907,) (0.5575650614131906,)
(3585.10439926456,) (4.477527246350773,) (0.4477527246350773,)
(3586.29959284701,) (2.799823147648987,) (0.2799823147648987,)
(3587.49492684292,) (5.2473487400387,) (0.52473487400387,)
(3588.69040109238,) (5.907627808679748,) (0.5907627808679747,)
(3589.88601543549,) (7.908848655686776,) (0.7908848655686775,)
(3591.08176971234,) (7.941373175476911,) (0.7941373175476911,)
(3592.27766376303,) (10.93580492213475,) (1.093580492213475,)
(3593.47369742765,) (5.295831796559758,) (0.5295831796559758,)
(3594.66987054628,) (9.572850384661578,) (0.9572850384661578,)
(3595.86618295904,) (8.807103659003586,) (0.8807103659003586,)
(3597.06263450599,) (8.607088758606213,) (0.8607088758606214,)
(3598.25922502725,) (9.97193687672494,) (0.997193687672494,)
(3599.45595436291,) (8.087340192792059,) (0.8087340192792059,)
(3600.65282235305,) (7.902540484343021,) (0.7902540484343021,)
(3601.84982883777,) (5.3041842961378665,) (0.5304184296137866,)
(3603.04697365717,) (3.9673103708111683,) (0.39673103708111684,)
(3604.24425665133,) (6.772375625592177,) (0.6772375625592177,)
(3605.44167766035,) (6.530817650331206,) (0.6530817650331205,)
(3606.63923652433,) (7.700161459951338,) (0.7700161459951338,)
(3607.83693308336,) (5.446186201995508,) (0.5446186201995509,)
(3609.03476717752,) (3.226295771227975,) (0.3226295771227975,)
(3610.23273864692,) (2.771532970574011,) (0.2771532970574011,)
(3611.43084733165,) (3.980710404984336,) (0.3980710404984336,)
(3612.62909307179,) (6.438733637622277,) (0.6438733637622277,)
(3613.82747570745,) (6.00736635889725,) (0.600736635889725,)
(3615.02599507872,) (9.434449030593175,) (0.9434449030593175,)
(3616.22465102568,) (5.229737907253509,) (0.5229737907253509,)
(3617.42344338845,) (8.384791980202529,) (0.8384791980202528,)
(3618.62237200709,) (7.419623174834582,) (0.7419623174834582,)
(3619.82143672172,) (7.980175177412966,) (0.7980175177412966,)
(3621.02063737242,) (7.491231776486588,) (0.7491231776486588,)
(3622.21997379928,) (7.55373866628939,) (0.755373866628939,)
(3623.41944584241,) (6.8660291680508125,) (0.6866029168050812,)
(3624.61905334188,) (6.459652277572414,) (0.6459652277572414,)
(3625.81879613781,) (7.597582813152809,) (0.7597582813152809,)
(3627.01867407027,) (10.077862689156701,) (1.00778626891567,)
(3628.21868697937,) (6.03263742873216,) (0.603263742873216,)
(3629.41883470519,) (6.564653370588684,) (0.6564653370588684,)
(3630.61911708783,) (5.662830379400362,) (0.5662830379400362,)
(3631.81953396739,) (9.125197312043355,) (0.9125197312043355,)
(3633.02008518395,) (8.214372919172211,) (0.8214372919172211,)
(3634.22077057761,) (6.390928473191903,) (0.6390928473191904,)
(3635.42158998846,) (8.332194124678757,) (0.8332194124678758,)
(3636.62254325659,) (7.357367607522157,) (0.7357367607522157,)
(3637.82363022211,) (9.791144054055508,) (0.9791144054055507,)
(3639.0248507251,) (5.75286760997696,) (0.5752867609976959,)
(3640.22620460565,) (7.2044842190853675,) (0.7204484219085368,)
(3641.42769170387,) (3.106983587920926,) (0.3106983587920926,)
(3642.62931185983,) (4.575230581338283,) (0.45752305813382826,)
(3643.83106491364,) (5.112345209949213,) (0.5112345209949213,)
(3645.03295070539,) (3.1835468743067863,) (0.31835468743067863,)
(3646.23496907517,) (3.656650369207917,) (0.3656650369207917,)
(3647.43711986307,) (4.95543472422919,) (0.49554347242291896,)
(3648.63940290919,) (6.741166142941546,) (0.6741166142941546,)
(3649.84181805363,) (7.275824543990765,) (0.7275824543990765,)
(3651.04436513647,) (9.000373414876531,) (0.9000373414876531,)
(3652.24704399781,) (7.922039159169904,) (0.7922039159169904,)
(3653.44985447774,) (8.595924828355129,) (0.8595924828355128,)
(3654.65279641635,) (10.163047118203588,) (1.0163047118203588,)
(3655.85586965374,) (8.687485757709114,) (0.8687485757709114,)
(3657.05907403001,) (6.94976752480362,) (0.694976752480362,)
(3658.26240938523,) (9.282513463736441,) (0.9282513463736441,)
(3659.46587555952,) (8.761437837837748,) (0.8761437837837749,)
(3660.66947239296,) (7.6503302520572,) (0.76503302520572,)
(3661.87319972564,) (7.727085710248082,) (0.7727085710248083,)
(3663.07705739766,) (3.0944493891753275,) (0.3094449389175328,)
(3664.28104524911,) (4.426471386322721,) (0.44264713863227206,)
(3665.48516312008,) (4.4879522530979425,) (0.44879522530979427,)
(3666.68941085067,) (3.6774237255975026,) (0.3677423725597503,)
(3667.89378828097,) (5.998980089477707,) (0.5998980089477707,)
(3669.09829525108,) (6.958604454882155,) (0.6958604454882156,)
(3670.30293160108,) (7.208750730720537,) (0.7208750730720537,)
(3671.50769717108,) (6.08636811272662,) (0.608636811272662,)
(3672.71259180115,) (7.078177992211232,) (0.7078177992211232,)
(3673.91761533141,) (5.689468075799084,) (0.5689468075799085,)
(3675.12276760193,) (6.136507125107638,) (0.6136507125107638,)
(3676.32804845282,) (8.542750705076777,) (0.8542750705076777,)
(3677.53345772417,) (7.679059155361426,) (0.7679059155361425,)
(3678.73899525606,) (6.668870653551111,) (0.6668870653551111,)
(3679.9446608886,) (6.474778957510435,) (0.6474778957510435,)
(3681.15045446188,) (7.7827880774305305,) (0.778278807743053,)
(3682.35637581598,) (7.683502643626457,) (0.7683502643626456,)
(3683.56242479101,) (7.506901497255913,) (0.7506901497255913,)
(3684.76860122705,) (5.731135885148609,) (0.5731135885148608,)
(3685.97490496421,) (6.584481986565984,) (0.6584481986565984,)
(3687.18133584257,) (4.601572765053721,) (0.4601572765053721,)
(3688.38789370222,) (4.378199609804747,) (0.43781996098047465,)
(3689.59457838327,) (3.624856882027381,) (0.36248568820273813,)
(3690.80138972579,) (4.211549036838948,) (0.42115490368389474,)
(3692.00832756989,) (4.92996447439477,) (0.49299644743947696,)
(3693.21539175567,) (5.505641009275987,) (0.5505641009275987,)
(3694.4225821232,) (3.4332192955208614,) (0.3433219295520861,)
(3695.62989851259,) (3.9355211296880057,) (0.39355211296880055,)
(3696.83734076393,) (5.085233741691679,) (0.5085233741691679,)
(3698.04490871731,) (8.64646470834157,) (0.864646470834157,)
(3699.25260221283,) (7.579165266568373,) (0.7579165266568373,)
(3700.46042109058,) (8.876903043805974,) (0.8876903043805975,)
(3701.66836519065,) (6.827340218427988,) (0.6827340218427989,)
(3702.87643435313,) (8.170895591701111,) (0.8170895591701111,)
(3704.08462841813,) (7.1214939991330874,) (0.7121493999133087,)
(3705.29294722572,) (6.282233967253604,) (0.6282233967253604,)
(3706.50139061601,) (6.589054309111378,) (0.6589054309111378,)
(3707.70995842909,) (6.237768959359116,) (0.6237768959359116,)
(3708.91865050506,) (7.094231642804907,) (0.7094231642804907,)
(3710.12746668399,) (7.342575637413079,) (0.7342575637413079,)
(3711.336406806,) (10.226666165450652,) (1.0226666165450653,)
(3712.54547071117,) (7.620497981069146,) (0.7620497981069146,)
(3713.75465823959,) (8.7260639142967,) (0.87260639142967,)
(3714.96396923136,) (8.102660790475625,) (0.8102660790475624,)
