wavelength	flux_density
3201.60612496913  7.113320E-28
3202.74663500876  4.011036E-28
3203.88733791126  8.910189E-28
3205.02823351672  1.871918E-28
3206.16932166524  6.382040E-28
3207.31060219691  -9.907657E-30
3208.45207495182  4.291971E-28
3209.59373977006  6.163086E-28
3210.73559649173  4.802448E-29
3211.87764495693  1.046114E-27
3213.01988500573  1.175881E-27
3214.16231647825  1.413475E-28
3215.30493921456  1.086479E-28
3216.44775305478  5.475436E-28
3217.59075783897  -3.411118E-28
3218.73395340725  2.943844E-28
3219.87733959971  7.596253E-28
3221.02091625643  8.652409E-28
3222.16468321751  5.054330E-28
3223.30864032304  4.565279E-28
3224.45278741313  1.095618E-27
3225.59712432785  6.498921E-28
3226.74165090731  1.739306E-28
3227.8863669916  2.078967E-28
3229.0312724208  2.899992E-28
3230.17636703502  5.366778E-28
3231.32165067434  2.333979E-28
3232.46712317887  4.164575E-28
3233.61278438869  8.094028E-28
3234.7586341439  1.883989E-28
3235.90467228458  2.731806E-28
3237.05089865085  1.572873E-28
3238.19731308277  7.950393E-28
3239.34391542046  4.695085E-28
3240.490705504  9.410254E-28
3241.63768317348  4.701862E-28
3242.78484826901  6.056213E-28
3243.93220063067  3.747443E-28
3245.07974009855  9.944189E-28
3246.22746651275  6.595234E-28
3247.37537971337  8.460567E-28
3248.52347954049  6.377287E-28
3249.67176583422  6.074079E-28
3250.82023843463  4.891769E-28
3251.96889718183  5.704426E-28
3253.11774191591  3.423978E-28
3254.26677247696  4.267919E-28
3255.41598870508  7.266822E-28
3256.56539044036  7.759212E-28
3257.71497752289  2.684563E-28
3258.86474979276  3.792236E-28
3260.01470709008  3.862682E-28
3261.16484925492  1.545255E-28
3262.31517612739  5.646057E-28
3263.46568754758  3.982878E-28
3264.61638335558  6.858592E-28
3265.76726339149  5.045824E-28
3266.91832749539  8.568464E-28
3268.06957550739  5.278592E-28
3269.22100726757  4.850075E-28
3270.37262261603  4.046456E-28
3271.52442139286  5.765793E-28
3272.67640343815  9.068554E-28
3273.82856859201  4.809927E-28
3274.98091669451  4.083781E-28
3276.13344758576  6.092528E-28
3277.28616110585  3.496554E-28
3278.43905709487  3.064449E-28
3279.59213539291  7.304429E-28
3280.74539584007  6.961634E-28
3281.89883827644  8.603800E-28
3283.05246254211  5.150896E-28
3284.20626847719  5.271658E-28
3285.36025592175  4.277376E-28
3286.5144247159  4.086053E-28
3287.66877469972  5.402464E-28
3288.82330571332  6.450633E-28
3289.97801759678  5.298243E-28
3291.13291019019  7.167904E-28
3292.28798333366  9.585728E-28
3293.44323686727  5.230382E-28
3294.59867063112  5.046845E-28
3295.75428446529  5.757628E-28
3296.91007820989  3.292013E-28
3298.06605170501  4.742123E-28
3299.22220479074  7.367287E-28
3300.37853730717  8.795477E-28
3301.53504909439  6.666423E-28
3302.69173999251  4.375461E-28
3303.84860984161  8.550771E-28
3305.00565848178  6.387116E-28
3306.16288575313  7.341182E-28
3307.32029149574  9.051004E-28
3308.47787554971  8.210490E-28
3309.63563775512  8.648890E-28
3310.79357795208  8.555278E-28
3311.95169598067  4.523517E-28
3313.10999168099  4.249632E-28
3314.26846489313  4.428968E-28
3315.42711545719  5.730381E-28
3316.58594321326  6.750038E-28
3317.74494800144  4.787604E-28
3318.9041296618  3.696209E-28
3320.06348803446  4.787120E-28
3321.2230229595  2.511480E-28
3322.38273427701  5.610714E-28
3323.54262182709  5.093991E-28
3324.70268544984  5.815944E-28
3325.86292498534  8.290532E-28
3327.02334027369  4.969175E-28
3328.18393115498  6.744461E-28
3329.3446974693  5.832153E-28
3330.50563905675  3.063876E-28
3331.66675575743  4.767021E-28
3332.82804741142  4.026553E-28
3333.98951385882  5.636521E-28
3335.15115493971  4.134559E-28
3336.31297049421  5.826455E-28
3337.47496036239  4.249732E-28
3338.63712438435  5.946441E-28
3339.79946240019  4.726156E-28
3340.96197425  3.871331E-28
3342.12465977386  2.925912E-28
3343.28751881188  2.661157E-28
3344.45055120415  3.869557E-28
3345.61375679076  2.793651E-28
3346.7771354118  3.494144E-28
3347.94068690737  3.601155E-28
3349.10441111756  3.597593E-28
3350.26830788247  3.515579E-28
3351.43237704218  3.841927E-28
3352.59661843679  7.270190E-28
3353.7610319064  3.548102E-28
3354.92561729109  3.559025E-28
3356.09037443097  4.119188E-28
3357.25530316611  2.824154E-28
3358.42040333663  5.117645E-28
3359.5856747826  4.021391E-28
3360.75111734413  3.709937E-28
3361.9167308613  2.866324E-28
3363.08251517422  3.450010E-28
3364.24847012296  3.305260E-28
3365.41459554764  1.970268E-28
3366.58089128833  3.413307E-28
3367.74735718514  3.940361E-28
3368.91399307815  1.296322E-28
3370.08079880746  4.145442E-28
3371.24777421317  5.752683E-28
3372.41491913536  4.204124E-28
3373.58223341413  2.215935E-28
3374.74971688957  2.715891E-28
3375.91736940178  2.516681E-28
3377.08519079085  1.173875E-28
3378.25318089687  6.166618E-29
3379.42133955994  4.158771E-29
3380.58966662014  2.095974E-28
3381.75816191758  3.097241E-28
3382.92682529234  3.192460E-28
3384.09565658452  4.437448E-28
3385.26465563422  5.250661E-28
3386.43382228152  4.194852E-28
3387.60315636651  5.121854E-28
3388.7726577293  4.441201E-28
3389.94232620998  3.325113E-28
3391.11216164863  3.851155E-28
3392.28216388536  5.817322E-28
3393.45233276025  4.970118E-28
3394.6226681134  3.097998E-28
3395.7931697849  2.757146E-28
3396.96383761484  5.970433E-28
3398.13467144332  5.242363E-28
3399.30567111044  4.068594E-28
3400.47683645627  3.652831E-28
3401.64816732093  3.411466E-28
3402.8196635445  4.188344E-28
3403.99132496707  5.983175E-28
3405.16315142874  3.704575E-28
3406.3351427696  3.521072E-28
3407.50729882975  3.666795E-28
3408.67961944927  5.295120E-28
3409.85210446826  2.530947E-28
3411.02475372682  4.745589E-28
3412.19756706503  2.997737E-28
3413.370544323  3.686447E-28
3414.54368534081  2.956252E-28
3415.71698995855  4.497382E-28
3416.89045801633  5.593170E-28
3418.06408935423  4.817666E-28
3419.23788381235  4.798001E-28
3420.41184123077  3.847416E-28
3421.58596144961  5.233916E-28
3422.76024430893  3.758697E-28
3423.93468964885  4.883958E-28
3425.10929730945  4.113144E-28
3426.28406713083  4.948335E-28
3427.45899895308  2.851393E-28
3428.63409261629  3.056852E-28
3429.80934796055  4.424084E-28
3430.98476482597  4.886225E-28
3432.16034305263  3.338404E-28
3433.33608248062  3.664948E-28
3434.51198295005  4.594235E-28
3435.688044301  5.504477E-28
3436.86426637356  4.443492E-28
3438.04064900783  2.956397E-28
3439.21719204391  3.566007E-28
3440.39389532188  3.882372E-28
3441.57075868184  4.304679E-28
3442.74778196388  3.656803E-28
3443.9249650081  2.334665E-28
3445.10230765459  3.736199E-28
3446.27980974344  4.393159E-28
3447.45747111475  3.963217E-28
3448.6352916086  4.754173E-28
3449.8132710651  2.921307E-28
3450.99140932433  4.532605E-28
3452.16970622639  4.177755E-28
3453.34816161137  5.221046E-28
3454.52677531937  3.782952E-28
3455.70554719047  3.829968E-28
3456.88447706478  3.324727E-28
3458.06356478238  5.007349E-28
3459.24281018337  4.774095E-28
3460.42221310784  4.628770E-28
3461.60177339588  4.278549E-28
3462.7814908876  3.666039E-28
3463.96136542307  3.239439E-28
3465.1413968424  4.407863E-28
3466.32158498568  3.609484E-28
3467.501929693  2.196727E-28
3468.68243080445  4.082675E-28
3469.86308816013  4.340886E-28
3471.04390160013  3.795607E-28
3472.22487096455  5.410261E-28
3473.40599609347  2.820354E-28
3474.587276827  3.416935E-28
3475.76871300521  3.328023E-28
3476.95030446822  2.660792E-28
3478.13205105611  3.816868E-28
3479.31395260896  2.901273E-28
3480.49600896689  3.069960E-28
3481.67821996998  2.966429E-28
3482.86058545832  2.868470E-28
3484.043105272  3.225772E-28
3485.22577925113  2.723466E-28
3486.40860723579  3.678276E-28
3487.59158906608  2.843310E-28
3488.77472458209  3.166771E-28
3489.95801362391  1.384488E-28
3491.14145603163  2.885071E-28
3492.32505164536  7.244803E-29
3493.50880030518  5.960635E-29
3494.69270185119  2.664058E-28
3495.87675612347  2.657939E-28
3497.06096296213  2.376369E-28
3498.24532220726  2.702937E-28
3499.42983369894  4.337199E-28
3500.61449727728  3.023073E-28
3501.79931278236  3.756335E-28
3502.98428005428  4.257339E-28
3504.16939893314  3.089038E-28
3505.35466925902  3.903217E-28
3506.54009087202  3.876236E-28
3507.72566361223  4.258298E-28
3508.91138731975  2.812057E-28
3510.09726183466  2.995555E-28
3511.28328699707  3.782434E-28
3512.46946264706  4.133506E-28
3513.65578862474  2.962089E-28
3514.84226477018  3.764133E-28
3516.02889092349  3.435702E-28
3517.21566692476  2.612029E-28
3518.40259261408  2.982596E-28
3519.58966783154  2.865262E-28
3520.77689241724  2.427091E-28
3521.96426621128  3.194725E-28
3523.15178905374  3.109889E-28
3524.33946078472  1.628718E-28
3525.52728124431  8.302816E-29
3526.7152502726  6.744062E-29
3527.90336770969  9.083767E-29
3529.09163339567  7.476279E-29
3530.28004717064  6.344766E-29
3531.46860887469  4.725261E-29
3532.6573183479  5.703568E-29
3533.84617543038  7.433423E-29
3535.03517996222  5.252157E-29
3536.22433178351  4.662170E-29
3537.41363073434  1.625171E-28
3538.60307665481  1.515155E-28
3539.79266938501  3.119522E-28
3540.98240876504  4.248481E-28
3542.17229463498  2.833248E-28
3543.36232683493  3.045834E-28
3544.55250520499  2.627578E-28
3545.74282958524  3.061427E-28
3546.93329981578  2.684987E-28
3548.12391573671  2.653654E-28
3549.31467718811  4.020387E-28
3550.50558401009  2.619236E-28
3551.69663604272  1.671492E-28
3552.88783312612  1.981721E-28
3554.07917510036  1.988942E-28
3555.27066180555  1.866690E-28
3556.46229308177  3.228951E-28
3557.65406876912  4.686317E-28
3558.8459887077  3.644655E-28
3560.03805273759  2.426116E-28
3561.23026069889  3.524121E-28
3562.4226124317  3.675812E-28
3563.6151077761  4.699471E-28
3564.80774657219  3.706758E-28
3566.00052866006  3.205506E-28
3567.19345387981  3.247095E-28
3568.38652207152  3.023435E-28
3569.5797330753  3.936831E-28
3570.77308673124  3.621107E-28
3571.96658287942  4.216665E-28
3573.16022135995  3.837460E-28
3574.35400201291  2.975016E-28
3575.5479246784  3.710864E-28
3576.74198919652  3.383187E-28
3577.93619540735  3.709528E-28
3579.13054315098  3.780260E-28
3580.32503226752  4.060109E-28
3581.51966259706  3.500196E-28
3582.71443397968  3.712127E-28
3583.90934625548  2.388850E-28
3585.10439926456  1.919646E-28
3586.29959284701  1.201166E-28
3587.49492684292  2.252692E-28
3588.69040109238  2.537841E-28
3589.88601543549  3.399804E-28
3591.08176971234  3.416060E-28
3592.27766376303  4.707278E-28
3593.47369742765  2.281090E-28
3594.66987054628  4.126089E-28
3595.86618295904  3.798564E-28
3597.06263450599  3.714767E-28
3598.25922502725  4.306691E-28
3599.45595436291  3.495093E-28
3600.65282235305  3.417500E-28
3601.84982883777  2.295351E-28
3603.04697365717  1.717969E-28
3604.24425665133  2.934599E-28
3605.44167766035  2.831808E-28
3606.63923652433  3.341062E-28
3607.83693308336  2.364643E-28
3609.03476717752  1.401734E-28
3610.23273864692  1.204952E-28
3611.43084733165  1.731803E-28
3612.62909307179  2.803022E-28
3613.82747570745  2.616967E-28
3615.02599507872  4.112621E-28
3616.22465102568  2.281235E-28
3617.42344338845  3.659909E-28
3618.62237200709  3.240766E-28
3619.82143672172  3.487916E-28
3621.02063737242  3.276382E-28
3622.21997379928  3.305909E-28
3623.41944584241  3.006922E-28
3624.61905334188  2.830826E-28
3625.81879613781  3.331708E-28
3627.01867407027  4.422291E-28
3628.21868697937  2.648948E-28
3629.41883470519  2.884465E-28
3630.61911708783  2.489856E-28
3631.81953396739  4.014857E-28
3633.02008518395  3.616507E-28
3634.22077057761  2.815567E-28
3635.42158998846  3.673231E-28
3636.62254325659  3.245624E-28
3637.82363022211  4.322112E-28
3639.0248507251  2.541170E-28
3640.22620460565  3.184483E-28
3641.42769170387  1.374237E-28
3642.62931185983  2.024987E-28
3643.83106491364  2.264206E-28
3645.03295070539  1.410891E-28
3646.23496907517  1.621631E-28
3647.43711986307  2.199058E-28
3648.63940290919  2.993479E-28
3649.84181805363  3.233029E-28
3651.04436513647  4.001972E-28
3652.24704399781  3.524817E-28
3653.44985447774  3.827174E-28
3654.65279641635  4.527886E-28
3655.85586965374  3.873036E-28
3657.05907403001  3.100370E-28
3658.26240938523  4.143760E-28
3659.46587555952  3.913723E-28
3660.66947239296  3.419641E-28
3661.87319972564  3.456222E-28
3663.07705739766  1.385016E-28
3664.28104524911  1.982506E-28
3665.48516312008  2.011363E-28
3666.68941085067  1.649192E-28
3667.89378828097  2.692094E-28
3669.09829525108  3.124785E-28
3670.30293160108  3.239240E-28
3671.50769717108  2.736695E-28
3672.71259180115  3.184745E-28
3673.91761533141  2.561591E-28
3675.12276760193  2.764676E-28
3676.32804845282  3.851284E-28
3677.53345772417  3.464181E-28
3678.73899525606  3.010437E-28
3679.9446608886  2.924737E-28
3681.15045446188  3.517885E-28
3682.35637581598  3.475283E-28
3683.56242479101  3.397630E-28
3684.76860122705  2.595616E-28
3685.97490496421  2.984047E-28
3687.18133584257  2.086770E-28
3688.38789370222  1.986772E-28
3689.59457838327  1.645991E-28
3690.80138972579  1.913650E-28
3692.00832756989  2.241550E-28
3693.21539175567  2.504935E-28
3694.4225821232  1.563054E-28
3695.62989851259  1.792910E-28
3696.83734076393  2.318200E-28
3698.04490871731  3.944230E-28
3699.25260221283  3.459622E-28
3700.46042109058  4.054640E-28
3701.66836519065  3.120512E-28
3702.87643435313  3.737037E-28
3704.08462841813  3.259209E-28
3705.29294722572  2.876991E-28
3706.50139061601  3.019470E-28
3707.70995842909  2.860356E-28
3708.91865050506  3.255212E-28
3710.12746668399  3.371362E-28
3711.336406806  4.698660E-28
3712.54547071117  3.503533E-28
3713.75465823959  4.014432E-28
3714.96396923136  3.730063E-28
3716.17340352657  3.501315E-28
3717.38296096532  3.676624E-28
3718.59264138769  4.577886E-28
3719.80244463379  4.902164E-28
3721.0123705437  4.431137E-28
3722.22241895752  3.598388E-28
3723.43258971534  3.709618E-28
3724.64288265725  3.646536E-28
3725.85329762336  3.172387E-28
3727.06383445374  3.595944E-28
3728.2744929885  2.843440E-28
3729.48527306772  4.140297E-28
3730.69617453151  4.452036E-28
3731.90719721995  4.319510E-28
3733.11834097314  4.071332E-28
3734.32960563116  4.908758E-28
3735.54099103413  4.259682E-28
3736.75249702211  3.621182E-28
3737.96412343522  4.063997E-28
3739.17587011355  2.807076E-28
3740.38773689718  3.214979E-28
3741.59972362621  4.309070E-28
3742.81183014073  4.787745E-28
3744.02405628084  4.281907E-28
3745.23640188663  4.412800E-28
3746.4488667982  2.391713E-28
3747.66145085563  2.753348E-28
3748.87415389902  3.031529E-28
3750.08697576846  3.148192E-28
3751.29991630405  3.313997E-28
3752.51297534588  4.613815E-28
3753.72615273405  4.001512E-28
3754.93944830864  4.578613E-28
3756.15286190974  4.513262E-28
3757.36639337747  4.899394E-28
3758.58004255189  5.016634E-28
3759.79380927312  5.382324E-28
3761.00769338124  3.550257E-28
3762.22169471634  4.555285E-28
3763.43581311853  4.598672E-28
3764.65004842789  5.358281E-28
3765.86440048451  4.762564E-28
3767.07886912849  3.917968E-28
3768.29345419992  3.965090E-28
3769.5081555389  3.279914E-28
3770.72297298552  2.417602E-28
3771.93790637987  2.657466E-28
3773.15295556205  2.928233E-28
3774.36812037214  3.653858E-28
3775.58340065025  3.668943E-28
3776.79879623646  4.798751E-28
3778.01430697087  5.442783E-28
3779.22993269357  4.467836E-28
3780.44567324465  4.633191E-28
3781.66152846422  4.824195E-28
3782.87749819235  4.633057E-28
3784.09358226915  4.857792E-28
3785.30978053471  5.366423E-28
3786.52609282912  5.158118E-28
3787.74251899248  4.168858E-28
3788.95905886487  4.155197E-28
3790.17571228639  4.658843E-28
3791.39247909714  5.100079E-28
3792.6093591372  4.806281E-28
3793.82635224668  4.463736E-28
3795.04345826566  3.738363E-28
3796.26067703424  4.186500E-28
3797.47800839251  4.287312E-28
3798.69545218056  3.843005E-28
3799.91300823849  3.162560E-28
3801.13067640639  3.159237E-28
3802.34845652435  5.990794E-28
3803.56634843248  6.221731E-28
3804.78435197085  5.592731E-28
3806.00246697956  5.774553E-28
3807.22069329872  6.006304E-28
3808.4390307684  4.966546E-28
3809.65747922871  5.546630E-28
3810.87603851973  6.409571E-28
3812.09470848156  6.221200E-28
3813.3134889543  6.810013E-28
3814.53237977803  6.413040E-28
3815.75138079285  6.323935E-28
3816.97049183886  7.347645E-28
3818.18971275614  6.832815E-28
3819.40904338479  6.644321E-28
3820.6284835649  5.465676E-28
3821.84803313657  6.432895E-28
3823.0676919399  5.851733E-28
3824.28745981496  5.793009E-28
3825.50733660186  6.822190E-28
3826.72732214068  6.501793E-28
3827.94741627153  7.533096E-28
3829.1676188345  6.982842E-28
3830.38792966968  5.930707E-28
3831.60834861715  7.002091E-28
3832.82887551703  6.935481E-28
3834.04951020939  7.406925E-28
3835.27025253433  9.141803E-28
3836.49110233195  8.796996E-28
3837.71205944234  9.712278E-28
3838.93312370559  9.688087E-28
3840.1542949618  9.521225E-28
3841.37557305105  1.051815E-27
3842.59695781345  1.029410E-27
3843.81844908908  1.087382E-27
3845.04004671804  1.097562E-27
3846.26175054042  1.044109E-27
3847.48356039632  1.129674E-27
3848.70547612582  1.152315E-27
3849.92749756903  1.086850E-27
3851.14962456603  1.050519E-27
3852.37185695691  1.030010E-27
3853.59419458178  1.237837E-27
3854.81663728073  1.446402E-27
3856.03918489384  1.494244E-27
3857.26183726121  1.591777E-27
3858.48459422294  1.371353E-27
3859.70745561911  1.342965E-27
3860.93042128983  1.302047E-27
3862.15349107518  1.311596E-27
3863.37666481526  1.084518E-27
3864.59994235015  9.517373E-28
3865.82332351997  1.027506E-27
3867.04680816478  1.279627E-27
3868.2703961247  1.660410E-27
3869.49408723982  1.679445E-27
3870.71788135022  1.923597E-27
3871.941778296  1.972868E-27
3873.16577791725  2.113159E-27
3874.38988005407  2.240616E-27
3875.61408454655  2.166390E-27
3876.83839123479  2.161500E-27
3878.06279995887  2.072932E-27
3879.28731055889  2.047483E-27
3880.51192287494  2.000792E-27
3881.73663674712  1.957840E-27
3882.96145201552  1.892155E-27
3884.18636852024  1.717720E-27
3885.41138610136  1.769635E-27
3886.63650459898  1.748156E-27
3887.86172385319  1.667522E-27
3889.08704370409  1.658671E-27
3890.31246399176  1.588205E-27
3891.53798455632  1.573984E-27
3892.76360523783  1.569743E-27
3893.98932587641  1.321502E-27
3895.21514631213  1.227463E-27
3896.44106638511  1.013700E-27
3897.66708593542  1.024202E-27
3898.89320480317  1.139500E-27
3900.11942282844  1.200477E-27
3901.34573985132  1.083459E-27
3902.57215571193  1.050434E-27
3903.79867025033  1.062096E-27
3905.02528330664  9.648739E-28
3906.25199472094  1.179169E-27
3907.47880433332  1.059856E-27
3908.70571198388  1.021587E-27
3909.93271751271  9.827994E-28
3911.15982075991  9.503192E-28
3912.38702156557  1.015534E-27
3913.61431976977  9.697030E-28
3914.84171521263  8.988152E-28
3916.06920773422  8.536705E-28
3917.29679717464  6.851754E-28
3918.52448337398  4.921016E-28
3919.75226617235  3.946662E-28
3920.98014540982  4.258408E-28
3922.2081209265  5.133234E-28
3923.43619256248  4.306834E-28
3924.66436015785  6.305030E-28
3925.8926235527  5.381688E-28
3927.12098258713  4.820765E-28
3928.34943710123  5.776346E-28
3929.5779869351  5.469320E-28
3930.80663192882  7.140170E-28
3932.03537192249  7.792382E-28
3933.26420675621  8.047089E-28
3934.49313627006  8.078964E-28
3935.72216030415  7.856064E-28
3936.95127869856  8.871786E-28
3938.18049129338  8.533818E-28
3939.40979792872  7.969723E-28
3940.63919844466  8.576231E-28
3941.86869268129  9.060853E-28
3943.09828047872  8.548536E-28
3944.32796167703  8.589615E-28
3945.55773611631  8.207329E-28
3946.78760363667  8.804459E-28
3948.01756407819  8.410508E-28
3949.24761728096  8.752028E-28
3950.47776308509  9.277157E-28
3951.70800133066  9.346873E-28
3952.93833185776  8.991641E-28
3954.16875450649  8.799471E-28
3955.39926911695  9.072752E-28
3956.62987552922  8.644194E-28
3957.8605735834  8.163045E-28
3959.09136311959  8.585084E-28
3960.32224397787  8.721537E-28
3961.55321599834  8.168860E-28
3962.78427902109  7.858857E-28
3964.01543288622  7.919082E-28
3965.24667743381  7.933252E-28
3966.47801250397  7.489920E-28
3967.70943793678  7.681392E-28
3968.94095357235  7.103574E-28
3970.17255925075  7.056809E-28
3971.40425481209  7.031976E-28
3972.63604009646  7.204397E-28
3973.86791494395  7.246740E-28
3975.09987919466  6.125755E-28
3976.33193268867  6.487967E-28
3977.56407526609  5.734284E-28
3978.796306767  5.683986E-28
3980.02862703149  6.510262E-28
3981.26103589967  5.890099E-28
3982.49353321163  5.561817E-28
3983.72611880745  6.191281E-28
3984.95879252724  5.567689E-28
3986.19155421108  5.466866E-28
3987.42440369906  5.676031E-28
3988.65734083129  5.841433E-28
3989.89036544785  5.404404E-28
3991.12347738884  5.627216E-28
3992.35667649435  5.522393E-28
3993.58996260448  5.660758E-28
3994.82333555931  5.124896E-28
3996.05679519894  5.598438E-28
3997.29034136347  5.788648E-28
3998.52397389298  5.634985E-28
3999.75769262758  5.226289E-28
4000.99149740735  5.124518E-28
4002.22538807238  5.195449E-28
4003.45936446278  5.456416E-28
4004.69342641863  4.922219E-28
4005.92757378002  5.210039E-28
4007.16180638706  5.096385E-28
4008.39612407983  4.832531E-28
4009.63052669843  5.198005E-28
4010.86501408295  4.920510E-28
4012.09958607348  5.088440E-28
4013.33424251011  5.597291E-28
4014.56898323295  4.753341E-28
4015.80380808208  4.841699E-28
4017.0387168976  4.675584E-28
4018.27370951959  4.989157E-28
4019.50878578816  5.061242E-28
4020.74394554339  4.745785E-28
4021.97918862539  4.829511E-28
4023.21451487423  4.827889E-28
4024.44992413003  4.914093E-28
4025.68541623286  4.299096E-28
4026.92099102282  4.922338E-28
4028.15664834001  5.516966E-28
4029.39238802452  4.279872E-28
4030.62820991644  4.278268E-28
4031.86411385587  5.144222E-28
4033.1000996829  4.303277E-28
4034.33616723762  4.439489E-28
4035.57231636012  4.029168E-28
4036.8085468905  4.524054E-28
4038.04485866886  4.544826E-28
4039.28125153527  4.566281E-28
4040.51772532985  4.362292E-28
4041.75427989268  4.585448E-28
4042.99091506386  4.823886E-28
4044.22763068347  4.433738E-28
4045.46442659162  4.371254E-28
4046.70130262839  4.304110E-28
4047.93825863387  4.217823E-28
4049.17529444817  4.037788E-28
4050.41240991138  4.161726E-28
4051.64960486358  4.268338E-28
4052.88687914487  3.994287E-28
4054.12423259535  4.147446E-28
4055.36166505511  3.976339E-28
4056.59917636423  3.624225E-28
4057.83676636282  4.312732E-28
4059.07443489097  4.706063E-28
4060.31218178877  4.085811E-28
4061.55000689631  4.519762E-28
4062.78791005369  3.707186E-28
4064.025891101  4.247431E-28
4065.26394987834  4.262286E-28
4066.50208622579  4.352550E-28
4067.74029998345  3.740646E-28
4068.97859099142  3.475033E-28
4070.21695908979  2.855307E-28
4071.45540411864  2.948996E-28
4072.69392591808  2.157824E-28
4073.93252432819  3.249505E-28
4075.17119918908  3.896249E-28
4076.40995034082  3.782265E-28
4077.64877762353  4.056652E-28
4078.88768087728  3.953072E-28
4080.12665994218  4.084194E-28
4081.36571465831  3.987606E-28
4082.60484486578  4.197937E-28
4083.84405040466  3.747332E-28
4085.08333111507  3.561347E-28
4086.32268683708  4.112183E-28
4087.5621174108  4.015453E-28
4088.80162267631  2.997164E-28
4090.04120247371  3.706378E-28
4091.28085664309  3.431625E-28
4092.52058502455  3.876508E-28
4093.76038745818  3.541081E-28
4095.00026378407  3.753800E-28
4096.24021384232  3.505742E-28
4097.48023747301  3.328613E-28
4098.72033451625  3.719612E-28
4099.96050481212  4.018526E-28
4101.20074820073  4.010664E-28
4102.44106452215  3.395278E-28
4103.68145361649  3.833366E-28
4104.92191532384  3.698766E-28
4106.16244948429  3.593131E-28
4107.40305593794  3.463446E-28
4108.64373452487  3.282471E-28
4109.88448508519  4.092113E-28
4111.12530745898  3.498409E-28
4112.36620148634  3.833775E-28
4113.60716700736  3.110479E-28
4114.84820386213  3.872756E-28
4116.08931189075  4.215357E-28
4117.33049093332  3.826751E-28
4118.57174082992  3.804985E-28
4119.81306142065  3.583723E-28
4121.05445254559  3.616820E-28
4122.29591404486  3.295892E-28
4123.53744575853  3.791571E-28
4124.7790475267  3.640457E-28
4126.02071918946  3.432018E-28
4127.26246058692  3.881079E-28
4128.50427155915  3.736632E-28
4129.74615194626  4.130478E-28
