objID,detectID,filterID,randomDetID,obsTime,ra,dec,raErr,decErr,extNSigma,airMass,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfTheta,psfCore,psfQf,psfQfPerfect,psfChiSq,psfLikelihood,apFlux,apFluxErr,apFillF,apRadius,kronFlux,kronFluxErr,kronRad,sky,skyErr,infoFlag,infoFlag2,infoFlag3
142142497205713174,160439836110000463,2,0.726584290830963,55705.3986073,249.7205727,28.4521549,0.009180629625916481,0.009727420285344124,-0.37116798758506775,1.0676499605178833,4.685140083893202e-05,1.0223500339634484e-06,0.842303991317749,0.8174530267715454,76.43299865722656,-0.2721930146217346,0.9980289936065674,0.9980289936065674,1.1686999797821045,-0.7105119824409485,4.553859980660491e-05,7.77059995016316e-07,0.8250070214271545,1.7881699800491333,4.240770067553967e-05,1.38267000693304e-06,1.7589399814605713,9.233380296791438e-06,1.6428100479970453e-06,102760517,128,24152128
142142497205713174,189858473110000554,4,0.749328274046377,55999.5849161,249.72058302,28.45216305,0.02819330058991909,0.02819330058991909,0.2084610015153885,1.0863200426101685,6.754010246368125e-05,3.5020900668314425e-06,1.0322999954223633,0.9295939803123474,-49.410099029541016,0.043411899358034134,0.9985160231590271,0.9985160231590271,0.9884909987449646,0.8348690271377563,6.444370228564367e-05,1.3764999948762124e-06,0.8527560234069824,2.2999699115753174,6.026159826433286e-05,5.375330147217028e-06,1.8032699823379517,9.260499791707844e-05,6.3849001890048385e-06,35651585,0,7342144
142142497205713174,192764002470000923,5,0.450876811939177,56028.6402041,249.72049509,28.45217948,0.07083240151405334,0.07083240151405334,-0.22704899311065674,1.0919500589370728,6.334020145004615e-05,8.252100087702274e-06,1.3590799570083618,1.029039978981018,5.976369857788086,0.052704498171806335,0.9989500045776367,0.9989500045776367,0.9334729909896851,-0.8203859925270081,6.207179831108078e-05,1.980110027943738e-06,0.8891630172729492,2.810849905014038,6.170589767862111e-05,1.5780200556037016e-05,2.4647700786590576,0.00019397400319576263,1.4056299733056221e-05,35651585,0,7342144
142142497205713174,159953277470000614,3,0.140975264963671,55700.5330436,249.72055944,28.45216072,0.016878800466656685,0.01529849972575903,0.13684700429439545,1.0783400535583496,5.125809911987744e-05,1.7135599819084746e-06,0.9205570220947266,0.829135000705719,13.123100280761719,-0.3099530041217804,0.997875988483429,0.997875988483429,0.9209690093994141,0.891152024269104,4.9351998313795775e-05,8.016879746719496e-07,0.8554580211639404,2.042840003967285,4.718889977084473e-05,2.810199930536328e-06,1.6263500452041626,6.901450251461938e-05,3.5733501135837287e-06,102760517,128,7374912
142142497205713174,192764318470000785,5,0.729342903689801,56028.6433637,249.72058328,28.45215081,0.08172299712896347,0.08172299712896347,1.4540300369262695,1.1003400087356567,5.609089930658229e-05,8.430810339632444e-06,1.0872000455856323,0.9511600136756897,-32.187801361083984,0.21818199753761292,0.9975860118865967,0.9975860118865967,0.9725970029830933,0.1459379941225052,4.888969851890579e-05,1.7829700027505169e-06,0.8684750199317932,2.2999000549316406,4.0154300222638994e-05,1.498849997005891e-05,2.0678000450134277,0.00025774200912564993,1.6292400687234476e-05,35651585,0,7342144
142142497205713174,159954457470000546,3,0.677025825415762,55700.5448369,249.72056291,28.45216728,0.019639600068330765,0.019639600068330765,-1.6524900197982788,1.1089799404144287,5.0046499382006004e-05,1.809090008464409e-06,0.9651830196380615,0.9065250158309937,14.336799621582031,-0.26636600494384766,0.9949470162391663,0.9949470162391663,0.9428550004959106,-0.09843400120735168,4.3156098399776965e-05,7.552440024483076e-07,0.7908009886741638,2.042840003967285,3.9929800550453365e-05,2.903540007537231e-06,1.6811800003051758,6.995480362093076e-05,3.6130600165051874e-06,35651649,128,7374912
142142497205713174,196550458470000361,1,0.9226744127671,56066.5048334,249.72057099,28.45215771,0.021279800683259964,0.021279800683259964,1.5205700397491455,1.0319600105285645,4.4304400944383815e-05,1.7339699525109609e-06,1.677649974822998,1.4759900569915771,-72.92829895019531,-0.16611699759960175,0.9982450008392334,0.9982450008392334,0.7456049919128418,0.12836800515651703,4.7668898332631215e-05,8.184890134543821e-07,0.9110810160636902,3.5776500701904297,4.410210021887906e-05,2.766900024653296e-06,2.8518900871276855,4.0564000300946645e-06,1.7017699747157167e-06,35651585,128,7342144
142142497205713174,165742599670000394,4,0.155004043276426,55758.4261759,249.72056665,28.45216127,0.034164998680353165,0.034164998680353165,0.21426600217819214,1.2715699672698975,5.994279854348861e-05,3.769670001929626e-06,1.1234400272369385,0.9504820108413696,-18.02680015563965,-0.2015089988708496,0.9970510005950928,0.9970510005950928,0.80942702293396,0.8303400278091431,6.301610119407997e-05,1.2896899761472014e-06,0.8645449876785278,2.298029899597168,5.6939101341413334e-05,7.205489964690059e-06,2.0948500633239746,0.00010355900303693488,6.5476801864861045e-06,35651585,0,7374912
142142497205713174,196551550470000312,1,0.51510373737207,56066.5157659,249.7205697,28.45216592,0.030951399356126785,0.03253110125660896,0.21977299451828003,1.0480200052261353,4.381229882710613e-05,1.6683100056980038e-06,1.439210057258606,1.3772000074386597,-73.56210327148438,0.01293640024960041,0.9987549781799316,0.9987549781799316,0.8645880222320557,0.8260480165481567,4.2963998566847295e-05,7.874260177231918e-07,0.8974570035934448,3.066390037536621,3.934510095859878e-05,2.4066800961008994e-06,2.4808599948883057,5.004590093449224e-06,1.7181899920615251e-06,102760453,128,7342144
142142497205713174,165743539670000306,4,0.88679322776086,55758.4355756,249.72055793,28.45216722,0.02956020087003708,0.02956020087003708,1.0095100402832031,1.3276100158691406,7.411360275000334e-05,4.032459855807247e-06,1.1533199548721313,0.9891970157623291,-20.62660026550293,-0.08919209986925125,0.9985589981079102,0.9985589981079102,0.7901840209960938,0.312730997800827,7.709499914199114e-05,1.421259980816103e-06,0.8785349726676941,2.553489923477173,7.025540253380314e-05,6.769450010324363e-06,1.933650016784668,0.00010622700210660696,6.594199930987088e-06,35651585,0,7374912
