mjd,mag,magerr,expid,ra,dec,programid,catflags
58674.19403,19.95785,0.09890,92019138,249.72051,28.45221,2,0
58674.33475,20.03479,0.10424,92033211,249.72060,28.45219,2,0
58675.32195,19.66399,0.08043,92131936,249.72044,28.45216,1,0
58678.28896,19.74464,0.08519,92428650,249.72059,28.45219,1,0
58680.21252,19.86164,0.09251,92621016,249.72056,28.45218,2,0
58681.18930,19.72316,0.08390,92718699,249.72056,28.45227,1,0
58681.19069,19.60712,0.07723,92718837,249.72061,28.45212,2,0
58681.21270,19.98669,0.10088,92721039,249.72056,28.45233,2,0
58682.19302,20.09723,0.10872,92819076,249.72054,28.45217,2,0
58682.21377,19.96756,0.09956,92821151,249.72061,28.45214,2,0
