mjd,mag,magerr,expid,ra,dec,programid,catflags
58235.40013,19.82442,0.09013,48139673,249.72034,28.45228,1,0
58235.40113,19.74952,0.08548,48139773,249.72070,28.45228,2,0
58235.44627,19.72706,0.08413,48144287,249.72059,28.45229,2,0
58235.48025,19.62130,0.07801,48147685,249.72042,28.45224,2,0
58235.48656,19.95080,0.09842,48148315,249.72072,28.45224,2,0
58236.31307,19.47142,0.07004,48230965,249.72058,28.45216,2,0
58236.35981,19.50088,0.07155,48235638,249.72054,28.45229,2,0
58236.40132,19.62383,0.07816,48239789,249.72054,28.45230,2,0
58236.48536,19.54523,0.07387,48248193,249.72058,28.45230,2,0
58244.27789,20.09888,0.10884,49027429,249.72063,28.45226,2,32768
58244.42571,19.53859,0.07351,49042210,249.72057,28.45220,2,0
58246.31805,19.58883,0.07622,49231440,249.72060,28.45223,2,0
58246.34027,19.88958,0.09433,49233663,249.72055,28.45218,2,0
58246.36210,19.75879,0.08605,49235846,249.72058,28.45220,1,0
58246.36301,19.65615,0.07998,49235937,249.72054,28.45224,2,0
58247.32023,19.67701,0.08119,49331657,249.72054,28.45218,2,0
58247.33966,19.72893,0.08424,49333600,249.72054,28.45218,2,0
58247.36310,19.66594,0.08055,49335944,249.72057,28.45222,2,0
58248.35852,19.71684,0.08352,49435484,249.72056,28.45224,2,0
58249.35757,19.81892,0.08978,49535388,249.72055,28.45235,2,0
58249.36119,19.64403,0.07929,49535751,249.72062,28.45232,2,0
58249.38187,19.66632,0.08057,49537818,249.72064,28.45233,1,0
58249.38278,19.61863,0.07787,49537909,249.72056,28.45217,2,0
58252.42719,19.70716,0.08295,49842347,249.72053,28.45220,2,0
58252.42860,19.68835,0.08185,49842488,249.72057,28.45220,1,0
58252.45868,19.71307,0.08330,49845496,249.72055,28.45220,2,0
58254.40443,19.73853,0.08482,50040069,249.72056,28.45217,2,0
58254.42555,19.77905,0.08729,50042181,249.72058,28.45221,2,0
58254.46153,19.72062,0.08375,50045778,249.72057,28.45217,2,0
58255.36036,19.67645,0.08115,50135662,249.72053,28.45223,2,0
58255.42057,19.72478,0.08400,50141682,249.72056,28.45225,1,0
58258.31808,19.67667,0.08117,50431431,249.72051,28.45223,1,0
58258.31901,19.73142,0.08439,50431525,249.72054,28.45219,2,0
58258.33913,19.64711,0.07947,50433537,249.72057,28.45219,2,0
58259.39941,19.39785,0.06642,50539564,249.72058,28.45223,2,32768
58261.42792,19.73039,0.08433,50742415,249.72055,28.45222,2,0
58262.29396,19.80936,0.08918,50829019,249.72056,28.45221,2,0
58262.43852,19.73145,0.08439,50843475,249.72053,28.45224,2,0
58263.28775,19.81431,0.08949,50928398,249.72052,28.45220,2,0
58263.29738,19.73641,0.08469,50929361,249.72049,28.45225,2,0
58269.29782,19.53602,0.07338,51529408,249.72049,28.45226,1,0
58272.25606,19.69536,0.08226,51825234,249.72054,28.45218,1,0
58272.25698,19.62619,0.07829,51825327,249.72059,28.45220,2,0
58273.29409,19.70897,0.08306,51929039,249.72054,28.45219,2,0
58273.31329,19.78633,0.08774,51930959,249.72054,28.45220,2,0
58275.27619,19.73570,0.08465,52127252,249.72056,28.45217,2,0
58275.27712,19.72768,0.08417,52127344,249.72058,28.45220,1,0
58276.34583,19.73786,0.08478,52234217,249.72058,28.45216,2,0
58276.36333,19.69252,0.08209,52235967,249.72058,28.45219,2,0
58277.34194,19.73772,0.08477,52333829,249.72053,28.45219,2,0
58277.36058,19.71645,0.08350,52335694,249.72060,28.45219,2,0
58278.23010,19.67291,0.08095,52422648,249.72063,28.45219,2,0
58278.34055,19.64249,0.07921,52433693,249.72057,28.45219,1,0
58278.34148,19.68963,0.08192,52433785,249.72057,28.45221,2,0
58278.36195,19.68432,0.08161,52435833,249.72059,28.45220,2,0
58279.32029,19.71129,0.08319,52531668,249.72058,28.45220,2,0
58279.34442,19.69929,0.08249,52534082,249.72060,28.45218,2,0
58279.36423,19.62782,0.07838,52536062,249.72059,28.45222,2,0
58280.27475,19.72761,0.08417,52627116,249.72056,28.45220,2,0
58280.29396,19.67992,0.08135,52629037,249.72058,28.45217,2,0
58281.25943,19.80060,0.08863,52725586,249.72052,28.45222,2,0
58281.26037,19.77784,0.08722,52725680,249.72056,28.45217,1,0
58281.27541,19.71005,0.08312,52727184,249.72056,28.45223,2,0
58282.27791,19.70230,0.08266,52827436,249.72057,28.45220,2,0
58282.36711,19.82155,0.08995,52836356,249.72058,28.45222,2,0
58283.29387,19.77296,0.08692,52929034,249.72056,28.45220,2,0
58283.29831,19.66975,0.08077,52929479,249.72057,28.45218,2,0
58284.25584,19.61087,0.07743,53025233,249.72057,28.45218,2,0
58284.36687,19.62679,0.07832,53036336,249.72054,28.45217,2,0
58286.27316,19.76679,0.08654,53226971,249.72057,28.45220,2,0
58287.25115,19.76168,0.08622,53324771,249.72053,28.45220,1,0
58288.35679,19.67329,0.08097,53435339,249.72057,28.45219,2,0
58288.35984,19.70098,0.08259,53435644,249.72060,28.45218,2,0
58288.38409,19.66841,0.08069,53438069,249.72059,28.45224,2,0
58289.20776,19.71978,0.08370,53520438,249.72056,28.45221,2,0
58289.37845,19.71047,0.08315,53537508,249.72057,28.45222,2,0
58289.38388,19.65685,0.08003,53538050,249.72058,28.45223,2,0
58290.21362,19.78448,0.08763,53621027,249.72060,28.45221,2,0
58290.23554,19.76103,0.08618,53623219,249.72057,28.45219,2,0
58291.34117,19.56916,0.07515,53733785,249.72058,28.45220,2,0
58296.22858,19.76562,0.08646,54222542,249.72064,28.45214,1,0
58297.23533,19.54520,0.07387,54323221,249.72057,28.45224,2,0
58298.19386,19.79414,0.08823,54419077,249.72055,28.45221,2,0
58298.21389,19.69472,0.08222,54421081,249.72048,28.45221,2,0
58299.19146,19.74408,0.08515,54518841,249.72054,28.45216,1,0
58299.19332,19.62473,0.07821,54519027,249.72058,28.45220,2,0
58299.21264,19.79603,0.08834,54520959,249.72061,28.45219,2,0
58300.21452,19.69624,0.08231,54621151,249.72059,28.45219,2,0
58300.30107,19.77905,0.08729,54629806,249.72058,28.45221,2,0
58301.25731,19.83502,0.09080,54725434,249.72051,28.45223,2,0
58301.27857,19.71426,0.08337,54727560,249.72057,28.45218,2,0
58301.30327,19.81941,0.08981,54730030,249.72061,28.45219,2,0
58302.21232,19.73021,0.08432,54820938,249.72048,28.45226,2,0
58304.23191,19.74698,0.08533,55022906,249.72057,28.45220,2,0
58304.31451,19.75769,0.08598,55031166,249.72059,28.45221,2,0
58305.21320,19.74979,0.08550,55121039,249.72054,28.45221,2,0
58305.29971,19.67477,0.08106,55129690,249.72065,28.45219,2,0
58306.21422,19.79155,0.08806,55221145,249.72061,28.45223,2,0
58306.29988,19.69908,0.08247,55229711,249.72056,28.45222,2,0
58306.30081,19.61988,0.07794,55229805,249.72057,28.45225,1,0
58306.32030,19.70823,0.08301,55231754,249.72061,28.45219,2,0
58307.21436,19.64919,0.07959,55321164,249.72053,28.45220,2,0
58307.25322,19.76365,0.08634,55325049,249.72058,28.45218,2,0
58307.32045,19.67602,0.08113,55331773,249.72055,28.45218,2,0
58308.38474,19.81080,0.08927,55438207,249.72062,28.45215,2,0
58311.25769,19.90847,0.09558,55725515,249.72058,28.45217,1,0
58311.25862,19.69458,0.08221,55725608,249.72060,28.45217,2,0
58311.32896,19.71772,0.08358,55732642,249.72056,28.45219,2,0
58312.32923,19.77481,0.08703,55832674,249.72059,28.45218,2,0
58312.34005,19.68613,0.08172,55833756,249.72056,28.45217,2,0
58313.23545,19.70790,0.08299,55923300,249.72055,28.45223,2,0
58313.31978,19.76553,0.08646,55931733,249.72057,28.45218,2,0
58313.35624,19.73833,0.08481,55935380,249.72054,28.45220,2,0
58314.25043,19.64355,0.07927,56024803,249.72058,28.45219,1,0
58314.25139,19.70994,0.08311,56024899,249.72056,28.45220,2,0
58314.31903,19.70150,0.08262,56031664,249.72059,28.45218,2,0
58314.33940,19.69240,0.08208,56033701,249.72053,28.45215,2,0
58315.38528,19.69089,0.08199,56138293,249.72051,28.45214,2,0
58319.16912,19.49155,0.07107,56516697,249.72058,28.45213,2,0
58319.17011,19.77402,0.08698,56516796,249.72050,28.45221,1,0
58319.17102,19.63160,0.07859,56516887,249.72064,28.45221,2,0
58320.16842,19.87069,0.09310,56616633,249.72067,28.45215,2,0
58320.18838,19.74582,0.08526,56618628,249.72058,28.45215,2,0
58320.19220,19.59535,0.07658,56619010,249.72050,28.45225,2,0
58324.25460,19.87911,0.09365,57025273,249.72055,28.45226,2,0
58324.29291,19.91070,0.09573,57029104,249.72055,28.45220,2,0
58324.29644,19.73782,0.08478,57029457,249.72057,28.45227,2,0
58326.16664,19.65486,0.07991,57216487,249.72051,28.45223,2,0
58327.16940,19.39571,0.06632,57316768,249.72065,28.45213,2,0
58327.17031,19.51073,0.07205,57316859,249.72047,28.45219,1,0
58327.19112,19.68893,0.08188,57318940,249.72060,28.45222,2,0
58328.17567,19.85292,0.09195,57417401,249.72057,28.45215,2,0
58328.26145,19.50250,0.07163,57425980,249.72062,28.45217,2,0
58329.16325,19.46837,0.06989,57516165,249.72054,28.45214,2,0
58329.17734,19.88879,0.09428,57517574,249.72056,28.45220,2,32768
58330.16976,19.81834,0.08974,57616821,249.72057,28.45218,2,0
58330.20848,19.71202,0.08324,57620694,249.72054,28.45219,2,0
58330.20945,19.63187,0.07861,57620791,249.72057,28.45219,1,0
58331.23590,19.72429,0.08397,57723442,249.72055,28.45222,2,0
58331.27108,19.69537,0.08226,57726960,249.72062,28.45220,2,0
58331.29150,19.66222,0.08033,57729002,249.72057,28.45217,2,0
58332.17428,19.75738,0.08596,57817285,249.72056,28.45222,2,0
58332.19237,19.70947,0.08309,57819094,249.72060,28.45219,2,0
58332.21231,19.67917,0.08131,57821089,249.72055,28.45218,2,0
58336.23685,19.79920,0.08854,58223567,249.72052,28.45230,1,0
58343.18392,19.71231,0.08325,58918315,249.72058,28.45221,1,0
58346.16134,19.68720,0.08178,59216076,249.72054,28.45220,1,0
58349.16572,19.59318,0.07646,59516533,249.72056,28.45219,2,0
58349.16863,19.74640,0.08530,59516824,249.72052,28.45214,2,0
58349.18991,19.59582,0.07660,59518952,249.72057,28.45218,2,0
58350.24880,19.75949,0.08609,59624848,249.72059,28.45220,2,0
58350.24971,19.47138,0.07004,59624939,249.72059,28.45218,1,0
58350.25447,19.73372,0.08453,59625415,249.72056,28.45225,2,0
58350.28028,19.69693,0.08235,59627996,249.72057,28.45218,2,0
58351.24929,19.79749,0.08843,59724903,249.72052,28.45223,2,0
58351.25477,19.66537,0.08051,59725451,249.72062,28.45213,2,0
58351.28680,19.58118,0.07580,59728655,249.72063,28.45224,2,0
58352.14873,19.67309,0.08096,59814853,249.72055,28.45219,2,0
58352.17001,19.69026,0.08196,59816981,249.72056,28.45219,2,0
58352.19091,19.57465,0.07545,59819071,249.72062,28.45215,2,0
58360.13826,19.71206,0.08324,60613856,249.72067,28.45215,2,0
58360.16426,19.62407,0.07817,60616457,249.72058,28.45218,2,0
58361.18435,19.72153,0.08380,60718472,249.72056,28.45219,2,0
58361.19291,19.66561,0.08053,60719328,249.72058,28.45218,2,0
58362.19072,19.63029,0.07852,60819115,249.72057,28.45217,1,0
58364.19174,19.69864,0.08245,61019230,249.72054,28.45219,2,0
58364.21459,19.71524,0.08343,61021515,249.72056,28.45216,2,0
58364.23592,19.72243,0.08386,61023648,249.72058,28.45219,2,0
58365.21500,19.67995,0.08136,61121562,249.72056,28.45220,1,0
58366.19679,19.81642,0.08962,61219747,249.72061,28.45219,2,0
58366.21153,19.78425,0.08761,61221222,249.72058,28.45222,2,0
58366.23419,19.60100,0.07689,61223488,249.72059,28.45219,2,0
58367.21383,19.68295,0.08153,61321458,249.72062,28.45222,2,0
58367.24640,19.73355,0.08452,61324715,249.72063,28.45225,2,0
58367.26006,19.52831,0.07297,61326081,249.72071,28.45224,2,0
58368.19312,19.70970,0.08310,61419393,249.72062,28.45217,1,0
58368.19411,19.72758,0.08416,61419491,249.72059,28.45220,2,0
58368.22419,19.60133,0.07691,61422499,249.72058,28.45221,2,0
58368.23329,19.61223,0.07751,61423410,249.72054,28.45221,2,0
58369.21710,19.77551,0.08707,61521797,249.72055,28.45221,2,0
58369.24302,19.57556,0.07550,61524390,249.72062,28.45222,2,0
58369.25421,19.76365,0.08634,61525509,249.72057,28.45216,2,0
58371.20169,19.73062,0.08434,61720268,249.72058,28.45218,1,0
58371.20260,19.73769,0.08477,61720359,249.72057,28.45217,2,0
58371.22499,19.67395,0.08101,61722598,249.72060,28.45224,2,0
58371.23354,19.82866,0.09040,61723453,249.72055,28.45221,2,0
58372.22347,19.69207,0.08206,61822452,249.72055,28.45218,2,0
58372.23701,19.65587,0.07997,61823806,249.72053,28.45217,2,0
58373.20473,19.70421,0.08278,61920584,249.72054,28.45221,2,0
58373.21687,19.59126,0.07635,61921798,249.72060,28.45218,2,0
58373.23363,19.69681,0.08234,61923474,249.72063,28.45218,2,0
58374.19214,19.69168,0.08204,62019332,249.72055,28.45214,2,0
58374.21227,19.80386,0.08883,62021344,249.72062,28.45215,2,0
58374.21318,19.72173,0.08381,62021436,249.72052,28.45220,1,0
58374.24080,19.81532,0.08955,62024197,249.72051,28.45227,2,0
58377.20338,19.88527,0.09405,62320473,249.72059,28.45220,1,0
58377.20428,19.68437,0.08161,62320563,249.72063,28.45221,2,0
58377.21199,19.57720,0.07558,62321334,249.72056,28.45215,2,0
58377.24267,19.61487,0.07766,62324402,249.72062,28.45223,2,0
58381.16958,19.64235,0.07920,62717116,249.72066,28.45220,2,0
58381.20468,19.58499,0.07601,62720627,249.72047,28.45215,2,0
58381.20974,19.74240,0.08505,62721133,249.72052,28.45223,2,0
58388.11016,19.81452,0.08950,63411212,249.72056,28.45216,1,0
58492.52951,19.75371,0.08574,73853200,249.72063,28.45218,1,32768
58511.50203,19.71317,0.08330,75750350,249.72063,28.45222,1,0
58522.51306,19.63133,0.07858,76851385,249.72055,28.45227,1,0
58526.54834,19.62794,0.07839,77254887,249.72059,28.45232,1,0
58538.52426,19.72957,0.08428,78452402,249.72055,28.45226,1,0
58539.41546,19.51092,0.07206,78541517,249.72059,28.45225,2,32768
58540.45792,19.82381,0.09009,78645756,249.72056,28.45217,2,0
58540.49783,19.86822,0.09294,78649747,249.72053,28.45218,2,0
58541.42188,19.93211,0.09716,78742145,249.72094,28.45220,2,32768
58541.45909,19.81210,0.08935,78745866,249.72062,28.45215,2,0
58541.46026,19.74360,0.08513,78745983,249.72054,28.45222,2,0
58543.52581,19.72010,0.08372,78952525,249.72061,28.45217,1,0
58543.52764,19.85201,0.09189,78952708,249.72057,28.45224,2,0
58547.36550,19.93932,0.09765,79336469,249.72051,28.45214,2,0
58547.38200,19.78616,0.08773,79338120,249.72056,28.45215,2,0
58547.40081,19.75105,0.08558,79340001,249.72067,28.45221,2,0
58556.44580,19.71459,0.08339,80244444,249.72049,28.45212,2,0
58556.47938,19.89277,0.09454,80247802,249.72066,28.45227,1,0
58556.48030,19.67621,0.08114,80247893,249.72053,28.45222,2,0
58556.48503,19.82789,0.09035,80248366,249.72059,28.45223,2,0
58557.45888,19.85544,0.09211,80345746,249.72053,28.45218,2,0
58557.46384,19.99224,0.10126,80346241,249.72048,28.45234,2,0
58557.48602,19.87723,0.09352,80348459,249.72074,28.45199,2,0
58558.44299,19.85242,0.09192,80444151,249.72057,28.45222,2,0
58558.46467,19.78521,0.08767,80446319,249.72057,28.45219,2,0
58560.48688,19.66627,0.08057,80648527,249.72054,28.45220,2,0
58560.50425,19.83717,0.09094,80650265,249.72054,28.45223,2,0
58560.52326,19.88482,0.09402,80652165,249.72056,28.45219,2,0
58560.52415,19.75746,0.08597,80652254,249.72052,28.45219,1,0
58561.52363,19.74116,0.08498,80752196,249.72077,28.45225,2,0
58568.40262,19.75343,0.08572,81440057,249.72060,28.45221,2,0
58568.42073,19.79516,0.08829,81441868,249.72058,28.45219,2,0
58569.40211,19.95376,0.09862,81540001,249.72055,28.45215,2,0
58572.48450,19.79055,0.08800,81848224,249.72053,28.45218,1,0
58572.48547,19.78072,0.08739,81848320,249.72057,28.45219,2,0
58573.38094,19.71434,0.08337,81937863,249.72057,28.45219,2,0
58573.46682,19.76808,0.08662,81946451,249.72054,28.45224,2,0
58573.48321,19.70313,0.08271,81948090,249.72059,28.45219,2,0
58574.36202,19.96311,0.09926,82035966,249.72060,28.45218,2,0
58574.41744,19.75633,0.08590,82041508,249.72053,28.45219,2,0
58575.48537,19.98901,0.10104,82148296,249.72056,28.45215,2,0
58575.50337,20.02156,0.10331,82150096,249.72062,28.45215,2,32768
58575.50429,19.78704,0.08778,82150187,249.72058,28.45209,1,32768
58575.52630,19.69350,0.08215,82152388,249.72058,28.45218,2,32768
58577.46520,19.75448,0.08579,82346269,249.72058,28.45219,2,0
58580.43972,19.81487,0.08952,82643707,249.72053,28.45226,1,0
58580.44206,19.81539,0.08956,82643940,249.72058,28.45217,2,0
58581.46488,19.90758,0.09552,82746218,249.72056,28.45218,2,0
58581.48468,19.77558,0.08708,82748199,249.72058,28.45217,2,0
58582.36182,19.76325,0.08632,82835908,249.72064,28.45218,2,0
58582.39872,19.94355,0.09793,82839598,249.72058,28.45214,2,0
58582.48758,19.90971,0.09566,82848483,249.72055,28.45218,2,0
58583.38016,19.72776,0.08417,82937738,249.72060,28.45222,2,0
58583.38108,19.65418,0.07987,82937829,249.72056,28.45209,1,0
58583.40262,19.74330,0.08511,82939983,249.72057,28.45221,2,0
58583.42447,19.66399,0.08043,82942168,249.72055,28.45215,2,0
58584.45317,19.79616,0.08835,83045034,249.72058,28.45218,2,0
58584.46319,19.80051,0.08862,83046037,249.72060,28.45217,2,0
58585.39232,19.84456,0.09141,83138945,249.72056,28.45222,2,0
58586.42105,19.89729,0.09484,83241814,249.72053,28.45218,2,0
58586.48195,19.81238,0.08937,83247903,249.72054,28.45221,2,0
58587.48622,19.80304,0.08878,83348327,249.72066,28.45214,2,0
58588.46472,19.98905,0.10104,83446173,249.72055,28.45220,2,0
58588.48530,19.79954,0.08856,83448231,249.72057,28.45220,2,0
58589.42529,19.65418,0.07987,83542226,249.72040,28.45219,2,0
58591.48965,19.52800,0.07296,83748655,249.72042,28.45223,2,0
58596.46346,19.82423,0.09012,84246018,249.72058,28.45218,2,0
58596.48553,19.79811,0.08847,84248225,249.72060,28.45217,2,0
58596.50541,19.71638,0.08350,84250214,249.72056,28.45223,2,0
58597.46764,19.67721,0.08120,84346434,249.72057,28.45217,2,0
58597.48379,19.76325,0.08632,84348048,249.72057,28.45220,2,0
58598.42113,19.83344,0.09070,84441780,249.72060,28.45221,2,0
58599.23306,19.70206,0.08265,84522971,249.72056,28.45221,2,32768
58600.39575,19.80310,0.08879,84639236,249.72059,28.45219,1,0
58600.39666,19.84888,0.09169,84639327,249.72055,28.45216,2,0
58600.40118,19.71486,0.08341,84639778,249.72057,28.45219,2,0
58607.40329,19.85191,0.09188,85339973,249.72055,28.45220,2,0
58607.43909,19.72232,0.08385,85343553,249.72056,28.45220,2,0
58608.32063,19.82980,0.09047,85431704,249.72060,28.45225,2,0
58608.32154,19.79799,0.08847,85431796,249.72053,28.45223,1,0
58608.40260,19.85963,0.09238,85439901,249.72051,28.45214,2,0
58612.30066,19.85246,0.09192,85829701,249.72052,28.45216,2,0
58616.45890,19.85673,0.09219,86245519,249.72055,28.45217,2,0
58616.45982,19.85285,0.09194,86245611,249.72059,28.45218,1,0
58616.46725,19.82955,0.09045,86246354,249.72053,28.45218,2,0
58616.48855,19.86593,0.09279,86248484,249.72057,28.45219,2,0
58617.41870,19.84833,0.09165,86341498,249.72056,28.45219,2,0
58617.42438,19.80236,0.08874,86342065,249.72058,28.45221,2,0
58617.44617,19.87194,0.09318,86344245,249.72055,28.45217,2,0
58618.41922,19.68728,0.08178,86441549,249.72062,28.45219,2,32768
58618.42381,20.05548,0.10571,86442008,249.72060,28.45222,2,32768
58632.34405,19.80813,0.08910,87834030,249.72056,28.45220,1,0
58635.42425,19.94046,0.09772,88142052,249.72059,28.45215,1,0
58637.27188,19.87095,0.09312,88326817,249.72061,28.45216,2,0
58637.44550,19.86132,0.09249,88344179,249.72058,28.45214,2,0
58638.31954,19.79569,0.08832,88431584,249.72056,28.45216,2,0
58638.35400,19.98615,0.10084,88435030,249.72052,28.45218,2,0
58638.36112,19.85955,0.09238,88435741,249.72053,28.45217,2,0
58638.36203,19.85498,0.09208,88435833,249.72056,28.45218,1,0
58639.26064,19.85751,0.09224,88525695,249.72056,28.45220,2,0
58639.43459,19.85259,0.09193,88543090,249.72059,28.45219,2,0
58640.32273,19.95822,0.09893,88631906,249.72059,28.45217,2,0
58640.33918,19.88185,0.09383,88633550,249.72058,28.45215,2,0
58640.36189,19.91381,0.09594,88635821,249.72058,28.45216,2,0
58641.19871,19.88773,0.09421,88719504,249.72059,28.45218,2,0
58641.21443,19.90578,0.09540,88721077,249.72059,28.45219,2,0
58641.23678,20.09112,0.10828,88723312,249.72058,28.45208,2,32768
58641.23771,19.79195,0.08809,88723405,249.72060,28.45218,1,32768
58642.39030,19.87371,0.09329,88838665,249.72059,28.45215,2,0
58642.42012,19.89328,0.09458,88841648,249.72054,28.45217,2,0
58643.20930,19.80058,0.08863,88920567,249.72061,28.45217,2,0
58643.33646,20.03395,0.10418,88933283,249.72058,28.45216,2,0
58643.35645,19.90783,0.09554,88935282,249.72056,28.45220,2,0
58644.21623,19.80399,0.08884,89021261,249.72058,28.45219,2,0
58644.21715,19.95007,0.09837,89021354,249.72056,28.45215,1,0
58644.34449,19.84970,0.09174,89034087,249.72057,28.45220,2,0
58645.22283,19.94482,0.09802,89121923,249.72058,28.45222,2,0
58645.25155,19.88034,0.09373,89124796,249.72059,28.45214,2,0
58645.41201,19.86391,0.09266,89140842,249.72057,28.45219,2,0
58646.20744,19.79317,0.08817,89220386,249.72056,28.45208,2,0
58647.21946,20.06481,0.10638,89321591,249.72057,28.45216,2,0
58647.22038,19.62404,0.07817,89321682,249.72050,28.45223,1,0
58647.34261,19.97838,0.10031,89333906,249.72058,28.45216,2,0
58647.37357,19.84319,0.09132,89337002,249.72060,28.45215,2,0
58648.32069,19.78568,0.08770,89431716,249.72059,28.45218,2,0
58648.34193,20.03737,0.10443,89433840,249.72065,28.45221,2,0
58648.36297,19.89591,0.09475,89435944,249.72055,28.45228,2,0
58652.17807,19.72843,0.08421,89817464,249.72058,28.45217,2,0
58652.21377,19.68394,0.08159,89821033,249.72055,28.45215,2,0
58653.27725,19.68619,0.08172,89927384,249.72063,28.45218,2,0
58653.29655,19.79639,0.08837,89929314,249.72062,28.45221,2,0
58653.29752,19.70994,0.08311,89929412,249.72059,28.45220,1,0
58653.32122,19.96009,0.09905,89931781,249.72063,28.45221,2,0
58654.27833,19.80841,0.08912,90027495,249.72061,28.45206,2,0
58655.27665,20.08319,0.10770,90127329,249.72050,28.45200,2,0
58657.21747,19.89965,0.09500,90321417,249.72058,28.45219,2,0
58657.21838,19.86331,0.09262,90321509,249.72056,28.45219,1,0
58657.23646,19.90490,0.09534,90323317,249.72058,28.45217,2,0
58658.21969,20.01266,0.10269,90421643,249.72061,28.45216,2,0
58660.17577,19.73427,0.08456,90617256,249.72058,28.45220,2,0
58660.20708,19.77129,0.08681,90620388,249.72056,28.45219,1,0
58665.21483,19.86799,0.09292,91121181,249.72054,28.45215,2,0
58666.21532,19.87922,0.09365,91221233,249.72057,28.45218,2,0
58666.21623,19.96673,0.09951,91221325,249.72060,28.45216,1,0
58667.32252,19.85212,0.09190,91331958,249.72059,28.45218,2,0
58670.28560,20.06581,0.10645,91628278,249.72053,28.45222,2,0
58671.28713,19.90324,0.09523,91728436,249.72055,28.45217,2,0
58672.30447,19.95372,0.09862,91830174,249.72057,28.45215,1,0
58672.33328,19.99131,0.10120,91833055,249.72055,28.45218,2,0
58673.31215,20.04235,0.10478,91930946,249.72055,28.45216,2,0
58673.32254,19.84282,0.09130,91931986,249.72056,28.45220,2,0
