mjd,mag,magerr,expid,ra,dec,programid,catflags
58288.31977,19.74767,0.08751,53431637,249.72059,28.45216,2,0
58289.25076,19.74020,0.08701,53524738,249.72056,28.45219,2,0
58289.27284,19.69299,0.08389,53526946,249.72054,28.45218,2,0
58290.27000,19.70467,0.08465,53626665,249.72059,28.45222,2,0
58290.32833,19.80383,0.09139,53632498,249.72066,28.45220,2,0
58290.34016,19.60558,0.07840,53633681,249.72058,28.45217,2,0
58291.27321,19.66531,0.08211,53726989,249.72061,28.45217,2,0
58291.27759,19.63013,0.07990,53727428,249.72060,28.45221,2,0
58291.30116,19.62589,0.07964,53729784,249.72059,28.45225,2,0
58293.25503,19.80941,0.09178,53925178,249.72054,28.45219,1,0
58296.27031,19.70598,0.08473,54226716,249.72062,28.45220,1,0
58297.29410,19.48790,0.07157,54329098,249.72063,28.45221,2,0
58297.29700,19.70044,0.08437,54329388,249.72049,28.45224,2,0
58297.33660,19.53642,0.07431,54333348,249.72047,28.45218,2,0
58298.27338,19.76373,0.08860,54427030,249.72060,28.45217,2,0
58298.27958,19.53094,0.07400,54427650,249.72061,28.45220,2,0
58298.31530,19.66857,0.08232,54431222,249.72068,28.45221,2,0
58299.33802,19.61890,0.07921,54533497,249.72059,28.45221,1,0
58299.35589,19.59893,0.07800,54535284,249.72054,28.45219,2,0
58299.35873,19.48184,0.07124,54535569,249.72062,28.45224,2,0
58299.38391,19.45163,0.06960,54538086,249.72072,28.45215,2,0
58300.33624,19.59296,0.07764,54633324,249.72061,28.45218,2,0
58300.35692,19.73210,0.08646,54635392,249.72061,28.45218,2,0
58300.35830,19.60999,0.07867,54635530,249.72063,28.45221,2,0
58301.35406,19.63744,0.08036,54735109,249.72057,28.45220,2,0
58301.36368,19.55750,0.07553,54736071,249.72062,28.45216,2,0
58302.29948,19.74673,0.08745,54829655,249.72065,28.45221,2,32768
58302.30041,19.69298,0.08389,54829748,249.72058,28.45226,1,0
58302.32025,19.56702,0.07609,54831732,249.72058,28.45226,2,32768
58302.33885,19.66265,0.08194,54833592,249.72038,28.45226,2,32768
58303.30225,19.68864,0.08361,54929936,249.72062,28.45214,2,0
58303.31799,19.80153,0.09123,54931510,249.72058,28.45215,2,0
58303.35486,19.64751,0.08099,54935197,249.72054,28.45216,2,0
58304.33637,19.72556,0.08603,55033353,249.72055,28.45220,2,0
58304.35398,19.64318,0.08071,55035113,249.72058,28.45217,2,0
58305.35561,19.55102,0.07516,55135281,249.72060,28.45213,2,0
58305.37648,19.77661,0.08949,55137368,249.72068,28.45225,2,0
58306.20952,19.65758,0.08162,55220675,249.72058,28.45219,1,0
58306.21044,19.65466,0.08143,55220767,249.72062,28.45221,2,0
58306.36456,19.76974,0.08902,55236180,249.72057,28.45225,2,32768
58307.19506,19.66110,0.08184,55319233,249.72056,28.45220,2,0
58307.36388,19.63954,0.08049,55336116,249.72058,28.45221,2,0
58308.23573,19.60591,0.07842,55423305,249.72057,28.45219,2,0
58308.31749,19.58945,0.07743,55431481,249.72054,28.45218,2,0
58311.19313,19.52372,0.07359,55719059,249.72056,28.45216,2,0
58311.21172,19.56512,0.07598,55720917,249.72051,28.45221,1,0
58312.21336,19.60405,0.07831,55821086,249.72050,28.45222,2,0
58312.23584,19.66911,0.08235,55823334,249.72058,28.45218,2,0
58313.20959,19.56959,0.07624,55920714,249.72061,28.45218,2,0
58314.21086,19.64082,0.08057,56020846,249.72056,28.45218,1,0
58314.21131,19.68041,0.08307,56020891,249.72058,28.45220,2,0
58315.24057,19.48903,0.07164,56123822,249.72055,28.45217,2,32768
58315.31900,19.76604,0.08876,56131665,249.72059,28.45217,2,0
58315.34139,19.69966,0.08432,56133905,249.72058,28.45213,2,0
58318.27172,19.73408,0.08660,56426952,249.72077,28.45217,2,0
58319.23223,19.58222,0.07699,56523009,249.72061,28.45210,1,0
58319.25080,19.55968,0.07566,56524865,249.72062,28.45218,2,0
58319.25454,19.62698,0.07971,56525239,249.72057,28.45219,2,0
58320.27819,19.68903,0.08363,56627609,249.72056,28.45218,2,0
58320.35228,19.71668,0.08544,56635019,249.72058,28.45219,2,0
58321.21457,19.61523,0.07899,56721253,249.72064,28.45215,2,0
58321.23365,19.50451,0.07250,56723160,249.72058,28.45219,2,0
58321.25526,19.55042,0.07512,56725322,249.72059,28.45225,2,0
58324.16997,19.73124,0.08641,57016809,249.72061,28.45225,2,0
58324.17088,19.47371,0.07079,57016900,249.72063,28.45221,1,0
58326.27563,19.54284,0.07468,57227386,249.72054,28.45215,2,0
58326.29551,19.56855,0.07618,57229374,249.72063,28.45222,2,0
58327.27525,19.99556,0.10589,57327354,249.72055,28.45224,1,0
58327.27618,19.75561,0.08805,57327447,249.72057,28.45221,2,0
58327.29661,19.74507,0.08733,57329490,249.72058,28.45215,2,0
58327.31913,20.00651,0.10678,57331743,249.72057,28.45212,2,0
58328.29624,19.51466,0.07307,57429459,249.72057,28.45209,2,0
58328.33448,19.69195,0.08382,57433283,249.72057,28.45222,2,0
58329.30097,19.60942,0.07863,57529937,249.72050,28.45218,2,0
58329.31966,19.56433,0.07593,57531806,249.72061,28.45223,2,0
58330.29673,19.67650,0.08282,57629519,249.72055,28.45217,1,0
58330.31169,19.56603,0.07603,57631016,249.72062,28.45217,2,0
58330.31742,19.66318,0.08197,57631589,249.72058,28.45221,2,0
58330.33934,19.55669,0.07549,57633781,249.72057,28.45220,2,0
58331.19205,19.74187,0.08712,57719056,249.72057,28.45218,2,0
58331.21256,19.67886,0.08297,57721107,249.72051,28.45217,2,0
58332.25509,19.69664,0.08412,57825366,249.72057,28.45219,2,0
58332.29929,19.79161,0.09053,57829787,249.72058,28.45217,2,0
58333.16441,19.65699,0.08158,57916304,249.72061,28.45219,1,0
58340.18530,19.74832,0.08755,58618435,249.72057,28.45220,1,0
58343.16412,19.55827,0.07558,58916335,249.72056,28.45219,1,0
58346.18312,19.55846,0.07559,59218254,249.72060,28.45223,1,0
58349.25627,19.52458,0.07363,59525589,249.72063,28.45216,2,0
58349.27458,19.78294,0.08993,59527420,249.72058,28.45214,2,0
58350.14790,19.64283,0.08069,59614758,249.72059,28.45219,1,0
58350.14883,19.63391,0.08014,59614850,249.72054,28.45216,2,0
58350.17096,19.50075,0.07229,59617063,249.72056,28.45222,2,0
58350.19400,19.61553,0.07900,59619368,249.72057,28.45222,2,0
58351.16557,19.60442,0.07833,59716531,249.72060,28.45220,2,0
58351.18673,19.78155,0.08983,59718646,249.72054,28.45218,2,0
58352.23100,19.69404,0.08396,59823081,249.72064,28.45214,2,0
58352.25821,19.78800,0.09028,59825802,249.72049,28.45223,2,0
58353.14760,19.54592,0.07486,59914746,249.72057,28.45219,1,0
58353.16556,19.60907,0.07861,59916542,249.72053,28.45218,2,0
58353.16842,19.66404,0.08203,59916828,249.72055,28.45220,2,0
58353.19212,19.61374,0.07890,59919199,249.72054,28.45224,2,0
58353.24613,19.72946,0.08629,59924600,249.72055,28.45221,2,0
58353.26805,19.55965,0.07566,59926792,249.72057,28.45216,1,0
58353.26897,19.71674,0.08544,59926884,249.72061,28.45223,2,0
58353.27588,19.73736,0.08682,59927575,249.72056,28.45223,2,0
58354.20839,19.58866,0.07738,60020832,249.72058,28.45209,2,0
58354.21085,19.51047,0.07284,60021078,249.72060,28.45226,2,0
58354.24920,19.72685,0.08611,60024913,249.72066,28.45220,2,0
58355.23501,19.64088,0.08057,60123501,249.72055,28.45217,2,0
58355.25339,19.54911,0.07505,60125339,249.72060,28.45215,2,0
58356.21113,19.62477,0.07957,60221119,249.72062,28.45222,1,0
58356.21205,19.66642,0.08218,60221210,249.72057,28.45218,2,0
58356.24796,19.70384,0.08459,60224802,249.72057,28.45221,2,0
58356.25447,19.70554,0.08471,60225453,249.72052,28.45225,2,0
58357.17584,19.48668,0.07151,60317596,249.72055,28.45213,2,0
58357.24433,19.61889,0.07921,60324445,249.72052,28.45214,2,0
58357.28538,19.64194,0.08064,60328550,249.72070,28.45213,2,0
58358.22713,19.76850,0.08893,60422731,249.72050,28.45224,2,0
58358.24655,19.51853,0.07329,60424673,249.72058,28.45211,2,0
58359.20638,19.69389,0.08395,60520663,249.72066,28.45218,2,0
58359.21216,19.61604,0.07904,60521240,249.72060,28.45218,1,0
58359.21308,19.62021,0.07929,60521333,249.72058,28.45220,2,0
58359.26902,19.66920,0.08236,60526927,249.72050,28.45221,2,0
58360.24743,19.62893,0.07983,60624774,249.72060,28.45217,2,0
58360.26539,19.60328,0.07826,60626570,249.72051,28.45220,2,0
58361.13826,19.70174,0.08446,60713863,249.72056,28.45224,2,0
58361.24886,19.66449,0.08206,60724923,249.72061,28.45212,2,0
58361.25765,19.60874,0.07859,60725803,249.72054,28.45215,2,0
58362.13571,19.62928,0.07985,60813614,249.72058,28.45221,1,0
58364.13372,19.71479,0.08531,61013428,249.72054,28.45225,2,0
58364.15888,19.69491,0.08401,61015944,249.72058,28.45215,2,0
58364.17266,19.63681,0.08032,61017321,249.72060,28.45220,2,0
58365.13277,19.62768,0.07975,61113339,249.72060,28.45218,1,0
58367.14777,19.70593,0.08473,61314851,249.72042,28.45228,2,32768
58367.17221,19.60386,0.07829,61317296,249.72059,28.45216,2,0
58368.12971,19.66725,0.08223,61413052,249.72058,28.45221,1,0
58368.13070,19.74261,0.08717,61413150,249.72056,28.45219,2,0
58368.14851,19.75779,0.08820,61414931,249.72057,28.45219,2,0
58368.18664,19.71009,0.08500,61418745,249.72057,28.45216,2,0
58369.14171,19.64128,0.08060,61514258,249.72057,28.45221,2,0
58369.16244,19.60946,0.07863,61516331,249.72057,28.45217,2,0
58369.17324,19.59471,0.07774,61517410,249.72059,28.45215,2,0
58371.12223,19.67865,0.08296,61712321,249.72057,28.45214,2,0
58371.12983,19.69770,0.08419,61713082,249.72060,28.45218,2,0
58371.13310,19.61697,0.07909,61713409,249.72058,28.45221,1,0
58371.14853,19.67308,0.08260,61714952,249.72059,28.45220,2,0
58372.12911,19.68501,0.08337,61813016,249.72056,28.45217,2,0
58372.16179,19.63086,0.07995,61816284,249.72055,28.45218,2,0
58373.14053,19.67688,0.08285,61914164,249.72056,28.45215,2,0
58373.16444,19.79673,0.09089,61916555,249.72058,28.45218,2,0
58374.12774,19.63122,0.07997,62012891,249.72059,28.45215,2,0
58374.12865,19.66934,0.08237,62012982,249.72060,28.45217,1,0
58374.14700,19.65846,0.08167,62014817,249.72056,28.45216,2,0
58377.14288,19.56094,0.07574,62314423,249.72059,28.45217,1,0
58377.14380,19.65446,0.08142,62314515,249.72062,28.45218,2,0
58377.14863,19.67469,0.08271,62314998,249.72057,28.45218,2,0
58377.17022,19.79934,0.09107,62317157,249.72057,28.45213,2,0
58381.14398,19.76850,0.08893,62714556,249.72057,28.45214,2,0
58381.14906,19.59680,0.07787,62715064,249.72058,28.45215,2,0
58388.17211,19.62687,0.07970,63417408,249.72063,28.45221,1,0
58481.54751,19.71939,0.08562,72755047,249.72054,28.45227,1,0
58508.51290,19.83049,0.09329,75451454,249.72075,28.45214,1,0
58511.54318,19.95081,0.10233,75754465,249.72057,28.45218,1,0
58526.52535,19.69618,0.08409,77252589,249.72059,28.45214,1,0
58538.50204,19.66506,0.08209,78450180,249.72038,28.45232,1,0
58540.50618,19.96341,0.10332,78650582,249.72059,28.45220,2,0
58540.52754,19.79518,0.09078,78652717,249.72053,28.45223,2,0
58540.54526,19.69765,0.08419,78654489,249.72057,28.45223,2,0
58541.50183,19.84204,0.09412,78750141,249.72054,28.45224,2,0
58541.52267,19.85323,0.09494,78752224,249.72059,28.45223,2,0
58541.54431,19.83068,0.09330,78754388,249.72057,28.45224,2,0
58547.51805,19.71973,0.08564,79351724,249.72055,28.45218,2,0
58547.51897,19.74297,0.08719,79351815,249.72051,28.45218,1,0
58556.43397,19.88616,0.09737,80243261,249.72052,28.45218,2,0
58556.50680,19.75636,0.08810,80250543,249.72047,28.45226,2,0
58556.50772,19.71021,0.08501,80250635,249.72038,28.45214,1,0
58557.41716,19.84771,0.09453,80341574,249.72064,28.45221,2,0
58557.43703,19.84173,0.09410,80343561,249.72035,28.45205,2,0
58558.50496,19.78210,0.08987,80450348,249.72061,28.45212,2,0
58560.42217,19.97075,0.10390,80642057,249.72057,28.45220,2,0
58560.44197,19.81928,0.09249,80644037,249.72055,28.45220,2,0
58560.46002,19.69502,0.08402,80645842,249.72057,28.45212,1,0
58560.47977,19.86761,0.09599,80647817,249.72057,28.45218,2,0
58561.37994,19.56433,0.07593,80737828,249.72055,28.45218,2,0
58561.43585,20.06090,0.11129,80743420,249.72052,28.45218,2,0
58567.52599,19.64485,0.08082,81352399,249.72058,28.45218,1,0
58568.48613,19.66141,0.08186,81448408,249.72048,28.45220,2,0
58568.50294,19.58273,0.07702,81450089,249.72056,28.45223,2,0
58569.39798,19.67607,0.08280,81539587,249.72055,28.45215,2,0
58572.43991,19.76553,0.08873,81843765,249.72058,28.45216,2,0
58572.45677,19.80337,0.09136,81845451,249.72055,28.45217,1,0
58572.45769,19.83251,0.09343,81845542,249.72056,28.45220,2,0
58572.47922,19.71722,0.08547,81847695,249.72055,28.45217,2,0
58573.43796,19.77247,0.08920,81943564,249.72060,28.45219,2,0
58573.44312,19.63555,0.08024,81944081,249.72058,28.45219,2,0
58574.42678,19.84603,0.09441,82042442,249.72054,28.45217,2,0
58574.44419,19.77344,0.08927,82044182,249.72057,28.45219,2,0
58574.46360,19.67165,0.08251,82046123,249.72059,28.45220,2,32768
58575.41356,19.73377,0.08658,82141115,249.72057,28.45216,2,0
58575.42090,19.75341,0.08790,82141849,249.72053,28.45216,2,0
58575.42182,19.85429,0.09501,82141940,249.72058,28.45217,1,0
58575.45955,19.77875,0.08964,82145714,249.72057,28.45217,2,0
58577.43668,19.78479,0.09006,82343417,249.72059,28.45216,2,32768
58577.45947,19.73644,0.08675,82345696,249.72061,28.45219,2,32768
58580.46362,19.88352,0.09718,82646097,249.72059,28.45226,1,0
58580.50277,19.69920,0.08429,82650011,249.72056,28.45219,2,0
58581.40393,20.00069,0.10631,82740123,249.72058,28.45220,2,0
58582.40622,19.51393,0.07303,82840348,249.72054,28.45222,2,32768
58582.42557,19.75415,0.08795,82842283,249.72056,28.45219,2,0
58582.45100,19.75999,0.08835,82844826,249.72057,28.45215,2,0
58583.33786,19.67868,0.08296,82933508,249.72060,28.45217,2,0
58583.48811,19.76805,0.08890,82948532,249.72056,28.45220,2,0
58584.39293,19.74903,0.08760,83039010,249.72058,28.45223,2,0
58584.40169,19.83618,0.09370,83039886,249.72057,28.45218,2,0
58585.40569,19.80925,0.09177,83140282,249.72056,28.45221,2,0
58585.42744,19.74719,0.08748,83142457,249.72054,28.45219,2,0
58586.37756,19.78407,0.09001,83237465,249.72060,28.45220,2,0
58586.38169,19.80242,0.09129,83237878,249.72058,28.45220,1,0
58586.38260,19.75356,0.08791,83237969,249.72048,28.45223,2,0
58586.49382,19.76230,0.08851,83249091,249.72052,28.45216,2,0
58587.38285,19.64282,0.08069,83337990,249.72052,28.45215,2,32768
58587.42290,20.01660,0.10761,83341995,249.72058,28.45210,2,32768
58588.38640,19.72139,0.08575,83438341,249.72051,28.45219,2,0
58588.41694,19.77569,0.08943,83441395,249.72055,28.45219,2,0
58588.44284,19.78364,0.08998,83443984,249.72055,28.45221,2,0
58589.34253,19.30135,0.06199,83533951,249.72057,28.45215,2,32768
58591.40277,19.62674,0.07969,83739967,249.72056,28.45219,2,0
58591.44213,19.76096,0.08841,83743902,249.72066,28.45214,2,0
58596.33427,19.68021,0.08306,84233100,249.72057,28.45219,2,0
58596.41965,19.81147,0.09193,84241637,249.72054,28.45217,2,0
58596.44058,19.64769,0.08100,84243731,249.72056,28.45221,2,0
58597.38624,19.87791,0.09676,84338293,249.72057,28.45217,2,0
58597.40401,19.86453,0.09577,84340070,249.72056,28.45219,2,0
58598.37368,19.77667,0.08949,84437034,249.72058,28.45219,2,0
58598.42291,19.77614,0.08946,84441958,249.72057,28.45220,2,0
58598.47963,19.77102,0.08910,84447629,249.72056,28.45218,2,0
58599.40147,19.81544,0.09221,84539811,249.72059,28.45219,2,32768
58605.37066,19.89464,0.09801,85136714,249.72055,28.45227,2,0
58605.38246,19.73196,0.08645,85137894,249.72061,28.45220,2,0
58605.40196,19.78813,0.09029,85139844,249.72059,28.45217,1,0
58607.35801,19.87174,0.09630,85335445,249.72055,28.45218,2,0
58607.36465,19.78427,0.09002,85336108,249.72055,28.45219,2,0
58607.38043,19.86276,0.09564,85337687,249.72057,28.45219,2,0
58608.34373,19.90652,0.09891,85434015,249.72050,28.45213,2,0
58608.34464,19.59142,0.07754,85434106,249.72047,28.45217,1,0
58608.36087,19.86935,0.09612,85435729,249.72063,28.45218,2,0
58608.38081,19.67563,0.08277,85437723,249.72054,28.45222,2,0
58612.42664,19.80969,0.09180,85842298,249.72055,28.45217,2,0
58616.36072,19.77831,0.08961,86235701,249.72055,28.45215,2,0
58616.38172,19.65267,0.08131,86237802,249.72053,28.45218,2,0
58616.38263,19.81418,0.09212,86237892,249.72060,28.45219,1,0
58617.31237,19.80132,0.09121,86330865,249.72055,28.45216,2,0
58617.32205,19.85229,0.09487,86331833,249.72060,28.45219,2,0
58617.34112,19.77364,0.08928,86333740,249.72060,28.45220,2,0
58618.33879,19.70383,0.08459,86433506,249.72058,28.45224,2,0
58618.35994,19.76203,0.08849,86435621,249.72054,28.45222,2,0
58627.39890,19.77113,0.08911,87339513,249.72053,28.45217,2,0
58628.33852,19.82021,0.09255,87433475,249.72054,28.45217,2,0
58628.38055,19.91322,0.09942,87437678,249.72057,28.45217,2,0
58632.33610,19.77688,0.08951,87833234,249.72056,28.45219,1,0
58635.29080,19.89784,0.09825,88128707,249.72057,28.45218,1,0
58637.31892,19.96523,0.10346,88331520,249.72057,28.45217,2,0
58637.33892,19.81691,0.09232,88333520,249.72057,28.45217,2,0
58638.27232,19.80865,0.09173,88426862,249.72049,28.45218,2,0
58638.29336,19.77750,0.08955,88428966,249.72052,28.45217,1,0
58638.29427,19.82177,0.09266,88429056,249.72056,28.45219,2,0
58638.31616,19.84515,0.09435,88431246,249.72059,28.45214,2,0
58639.30072,19.85209,0.09485,88529703,249.72057,28.45215,2,0
58639.32065,19.84819,0.09457,88531696,249.72058,28.45221,2,0
58640.25860,19.81342,0.09207,88625493,249.72059,28.45218,2,0
58640.28402,19.80684,0.09160,88628034,249.72056,28.45216,2,0
58641.29740,19.80015,0.09113,88729373,249.72057,28.45219,2,0
58641.31705,19.87713,0.09670,88731339,249.72055,28.45219,1,0
58642.25128,19.87913,0.09685,88824763,249.72058,28.45216,2,0
58642.27430,19.87022,0.09619,88827065,249.72057,28.45219,2,0
58642.28007,19.84598,0.09441,88827642,249.72055,28.45218,2,0
