# sdss_name            z_dr12               i                    W3                   f1450                 rew                  fwhm                
  082221.22+214410.5   2.99950445883133     18.782508325000002   -99.0                8.36765109468177      3.771718829153053    5309.142051643805   
  101204.03+531331.7   2.9375109893548066   18.78259231          17.242               5.88581451801461      4.108664720316266    3816.9087087609855  
  075830.84+383519.2   2.235                18.788462902         16.701               6.303245526062428     3.7302870787657683   7680.044923886332   
  123743.05+630145.1   3.49007084761369     18.797021832000002   16.712               1.8087779692274846    1.6665963102528232   3140.8322149594565  
  164222.94+321710.3   3.955                18.79834456          16.683               3.8694963347046376    4.415720745389169    5810.112897392283   
  133219.65+622715.9   3.159559677294697    18.805794946         17.664               3.4575830754098815    4.020039056948353    6933.65952117411    
  140143.74+535214.4   2.053695674150146    18.833075209999997   16.822000000000003   7.629211055931218     4.357337773562455    7342.031471386096   
  103647.03+031337.5   3.225782156344727    18.846425431         17.291               5.114373006588742     3.242821930213654    7112.521806395587   
  151150.24+140506.4   2.17                 18.855752803999998   -99.0                6.699808837603392     4.748227989343552    3030.563697364858   
  231236.51+042553.2   3.155911324837537    18.858871902         16.875               4.79900203126514      4.841395338686646    5098.445403825269   
  102609.92+253651.2   2.332566708116107    18.870464188         17.036               9.79258107264342      2.982128214695055    3414.116427014321   
  142601.30+243245.7   2.0942068020378706   18.870657537         17.314               8.521056910102285     3.0199615436472835   8377.483768553026   
  023601.43-002528.3   2.0469000339508057   18.905025209         17.441000000000003   5.680561278088583     4.941709559017938    7967.761441959427   
  083304.73+415331.3   2.3582241432057933   18.906120708000003   17.380000000000003   4.718951342015056     3.0050600711912185   5464.3936840611095  
  231331.63+254811.8   1.845815837574068    18.910745559         16.766               11.295383926670592    3.9566213872521723   6730.505836491863   
  130757.26+330500.0   3.0098493920229203   18.91354639          -99.0                6.140330840250452     2.1116550940077157   5247.507833047183   
  002858.74+192659.0   2.3360545322150448   18.936718224         16.939999999999998   5.327677142028801     4.084523984436756    5592.316486032309   
  080018.83+522725.2   3.1906229889465787   18.987111704         -99.0                2.9973099918580735    4.047420701421749    4458.44744007636    
  135441.22+234646.4   3.04                 18.995136363999997   16.671               4.59291439400951      4.1716033417562555   7401.30299308587    
  083330.56+233909.2   2.4193133587682913   18.997266105999998   16.581               7.361530258757597     2.503388377240725    4838.81537877293    
  121558.61+093028.6   2.311                19.012054753         16.769               9.075576276813853     4.024202760596114    7292.947416873824   
  150508.05+475753.4   3.164                19.016923509999998   17.485               4.950023632033935     2.3109055714421993   4905.225960858483   
  012505.27+063829.5   2.096371574996308    19.032103961         17.288               6.401225755891182     4.614971035548581    8676.760011173641   
  142657.14+543710.9   2.2896430044140907   19.03919388          16.859               6.2764638015522785    3.312808506491189    3890.235089349787   
  100845.65+612518.3   3.352593421936035    19.048133487999998   17.490000000000002   4.877481828967467     4.7865559966955935   4187.3934588096745  
  133848.84+564711.2   1.5469487745076522   19.0497849           16.932000000000002   8.758242580846634     2.5437107848234963   4469.022820724499   
  163756.58+195055.0   2.8161238469065415   19.056698106000002   16.625               5.204950697270837     4.106425646538267    7324.290342485118   
  133811.63+594538.5   2.449130266292233    19.059292980000002   16.57                4.682783423176844     3.596620469824867    6741.06330578564    
  150608.83+502821.3   1.7008669042036393   19.06528949          16.934               2.628048140704823     4.141551456515627    3915.4794231895276  
  160251.42+063004.4   1.86                 19.066033214         16.177               6.35952698397434      4.675442171186607    10551.234572058267  
  115041.04+635524.9   2.986793217553017    19.070051872         17.314999999999998   5.362686472647862     4.493864894152459    7588.692626646115   
  111316.06+305526.3   2.375                19.072057712         17.573999999999998   8.819665048370476     4.7651820682838535   4385.797427759241   
  213742.25-003912.7   2.281                19.073503538         17.429000000000002   5.174325777653067     4.5547370800748475   10671.525502445444  
  111522.09+283351.8   2.610250553560969    19.077907872         -99.0                5.958785032110001     3.1533900098882808   3394.1462029574295  
  122209.32+492156.4   2.301                19.103370382         -99.0                6.639815152088274     3.4446395725202623   6965.918099824982   
  020650.50+230817.2   2.8019445353261068   19.114143937999998   17.302               4.306133626443524     3.05242219863349     5938.648763102428   
  141550.68+334359.3   1.66158316362993     19.119823508         17.229               2.5502498267910565    3.4634949092920877   5914.017345610635   
  105049.27+441144.7   4.3191664097663445   19.134676105         17.151               4.800626344698868     4.411582043578563    9406.913781232237   
  142831.01+044827.0   2.3412171470692766   19.138677978         16.739               7.037024404748126     4.252540788321786    5853.744875139162   
  125831.40+522124.6   1.9300149325356055   19.142381163         16.753               1.6806705443476995    3.37220362026345     5833.430718520924   
  004606.71+130143.9   2.46                 19.147240714         16.803               5.573301890158876     3.956933036347221    7254.719073936151   
  114816.19+374355.3   3.288370486491658    19.157831742         17.053               5.0075166338627835    3.4648921024949146   5454.473491269908   
  072932.78+392426.0   2.7050156099173246   19.15939987          16.988               3.4487642388484177    2.8148616541273532   5563.534644371427   
  003245.60+261919.6   1.8915067745687428   19.165353694         17.337               6.819078626406749     4.187381424549875    8012.300844487664   
  145858.29+340018.2   2.78                 19.172596814         16.903               4.6889958446575015    4.117650549156975    7835.515212006369   
  003100.62+323818.8   2.38                 19.18266392          17.224               7.692414519811081     2.2049863238831886   3956.6209349143796  
  144151.26+472921.4   3.4298346042633057   19.19624803          16.936999999999998   4.166474058590374     4.188690492739683    9289.20245743393    
  145928.37+065423.6   2.895                19.23032139          -99.0                3.2419427757402324    3.4277355433745305   4203.689783942197   
  073712.19+364638.5   2.8059738162214707   19.237186287         17.784               3.8726636163184622    3.65669665091823     3987.552220060251   
  111511.65+144512.0   4.259                19.24017001          17.163               3.2845149776827722    1.117934834612235    2001.5247584546298  
  083244.37+552913.3   1.6729062316250387   19.243182383         16.797               6.316490718937201     1.9471533851062701   3476.420537611868   
  004842.02+173450.5   2.2908763805236494   19.251300286000003   17.181               5.339428502176701     1.9034579601566473   5695.137659481726   
  115710.75+280707.0   2.4149106893416445   19.263518133999998   17.819000000000003   4.497543106800149     3.8332904914759034   6421.54987264675    
  150158.05+095613.1   3.2418059859180692   19.279738679         17.294               3.7973828024766587    2.6167532677246776   6515.873967072079   
  012946.76+310253.3   3.085348048174756    19.321667318         -99.0                3.7865339920445096    4.821702088027761    8884.38660885317    
  154332.48+535634.7   2.4227748409963734   19.33086917          17.956               5.548895671287105     4.093026542826973    5250.287691659833   
  005720.08-011046.6   2.267529029195597    19.373698517999998   17.070999999999998   3.7452807404276642    4.902690705845251    7007.4706582708395  
  075033.90+442232.0   1.996709061660361    19.382467095         -99.0                8.12084368001648      3.735735373719067    8160.868792321272   
  140835.46+301047.9   2.323287644154884    19.387229223000002   -99.0                4.07990282465836      3.4520409788784163   4199.364124801996   
  232800.72+041400.6   2.084114596791786    19.390682688         16.997999999999998   5.946015503819737     3.2376776756013754   6394.773155695267   
  090931.71+261239.8   3.1722495655338343   19.392792533999998   17.526               2.464802142999578     2.352119494149157    3879.0447214508313  
  112555.96+100812.7   3.394113089506968    19.409580296         17.347               3.3727241392202947    4.396717827730372    8323.507542859237   
  145932.70+620538.6   1.616061146317619    19.410237143         17.514               9.29338268334298      3.357732428740773    5536.154598499498   
  125147.95+421121.9   2.1731648195732953   19.426472117000003   16.439               3.072912642498851     3.4555861076973318   8142.377540033065   
  145029.77+323836.1   2.923                19.430825869         16.71                2.447891366751068     1.3455369265930717   3089.006114068483   
  135929.99+551724.4   2.048364669731227    19.45460593          17.399               4.059435591317505     4.0703535541515      5044.608821713425   
  094322.20+620042.6   2.755                19.464364231         17.766               3.1711751181242405    3.347800129289289    3900.4764468188378  
  155010.82+312625.4   2.238                19.46647175          17.194000000000003   3.7706894949179093    4.03563933342186     4707.248352442969   
  101409.22+534950.4   2.4541502767532153   19.474621052         16.795               4.7925934339754805    2.338431185091565    4026.65674259527    
  112726.16+152332.2   2.492617757726138    19.48592821          17.242               2.25794150908533      2.4513351041679865   3317.6934507698015  
  132443.96+382752.9   2.493                19.496757325         17.714               3.7214804228555383    4.838506879933545    10095.219727988731  
  151538.22+393329.1   2.853                19.500423656000002   16.792               7.270941711014743     1.92461070035469     5165.672172550382   
  001519.04+122843.6   1.6191402287396397   19.50325592          16.973               5.2670658263337105    1.4297676514310205   2867.1026889891177  
  091724.72+212817.3   1.600480908606157    19.506226809999998   16.852               4.1434947026397815    2.3948765690855778   3658.140364408128   
  234450.34+313429.9   2.0080019776763343   19.52195901          17.509               2.3218739420245216    2.318073082554454    6613.900588105672   
  143009.54+550535.0   3.763414041302046    19.53402801          17.942999999999998   0.6334265891197787    2.2903039770075404   2491.704382535732   
  094525.31+173215.1   2.412858236846274    19.547448136         -99.0                4.071385880755156     3.90531199761095     2053.5205465308436  
  154900.65+265043.4   2.500472022150671    19.547898971         16.806               4.702544437914446     3.020216465905587    10626.336248159796  
  231542.20+075805.3   2.496665422124725    19.557960323         -99.0                3.8673557393165137    1.932573494484296    2504.4118571288836  
  152455.09+454421.6   2.653                19.55966213          17.732               3.8235675236110245    4.097997118937073    3559.9588354444104  
  150739.66-010911.0   3.110942763668763    19.575997431         16.29                2.1384064647652097    4.714374946059725    8486.213744886742   
  121326.98+544923.4   2.3656749725341797   19.59193058          -99.0                2.8840664155981415    2.1895262902610626   3890.100829433552   
  131929.83+575338.9   2.325716955353865    19.59697136          17.458               2.8237363831582085    4.1713413750685655   8528.057098912273   
  111635.17+210808.2   2.9604582045722956   19.608111583         17.224               2.9631452210946687    2.394530058680826    6180.251439699134   
  083320.52+203910.5   3.0611218707947514   19.6084088           -99.0                2.0957396444696355    4.88995207805174     13605.991265112276  
  023306.90-031211.7   3.126295907535257    19.620487706         17.383000000000003   1.5045080561736048    1.475607778117272    2109.8434424427082  
  095002.36+440201.4   3.0329620159989172   19.632555804000003   -99.0                2.8614473380837       4.163685998375691    6961.058402763918   
  154042.09+163731.5   3.282938584500745    19.639063184999998   16.862000000000002   2.847281989381555     4.727493750902671    5356.846941552459   
  104758.19+473501.1   3.21                 19.640929349         -99.0                2.5093254887696856    3.003626106966472    2627.963443678628   
  142111.97-000244.5   3.602043429756958    19.644534848         16.976               2.359013045965451     3.145523065681466    4962.805781337284   
  104407.79+520455.5   2.6726048860932807   19.65182115          17.915               2.945302292800838     4.524363753864924    2167.212814251285   
  111902.83+235556.9   2.713581833992122    19.666345054999997   -99.0                3.3133381133066364    3.6779401946528782   2262.6856844820454  
  122900.16+614316.4   2.4348470965399485   19.668004741         17.384               2.8097714363068356    4.631645247937404    4008.1085636935204  
  074540.63+302641.9   2.4821139526361047   19.672830973         17.481               1.9395077556710512    4.5913664033365285   2533.57916447947    
  082130.73+560744.3   3.5469297060358462   19.678282883999998   17.407               2.643251836170266     3.4682163955666505   2669.811342528205   
  122135.64+280613.8   3.3276591285887127   19.687580516         17.782               3.3892513407895275    3.30797868952603     3397.7261008057944  
  122519.81+544117.3   2.220731827697746    19.701541919         -99.0                3.421572036222456     4.733518811752194    3473.1495078035655  
  101246.53+452917.0   1.953305431605216    19.701655246999998   17.77                5.3560870466157535    3.6245273124952013   5606.489754307849   
  134558.73+465005.7   3.1761765480041504   19.70791523          17.128               2.829912126287857     3.7908008208253623   3196.6062663845405  
  220914.56+212301.2   2.341133520748529    19.710409138         16.986               3.5844942058662737    4.1025398322722255   8375.468100012216   
  104751.24+245628.1   2.459097646152832    19.713193981         -99.0                0.33992261728120077   3.3193922716045883   4382.479664541936   
  104430.93+054611.2   3.561338693183864    19.720268526         17.611               1.120121615699985     1.3485515618516524   2290.294259269463   
  085111.59+142337.7   4.204139397832492    19.723581596         -99.0                1.0289806978729168    3.8019875948075663   2411.91045937959    
  102043.82+000105.8   4.19                 19.737386795         -99.0                0.9536222716204716    2.5807282553691815   8733.141883444061   
  101448.06+513448.5   3.7273273721613056   19.738156856         17.734               1.2084976700838843    4.623881530463287    3469.6866245976407  
  235021.94-095246.4   2.4176294628491215   19.747647534         16.701               3.418757560069779     3.4096905489217333   6178.469922734163   
  132405.30+024516.4   3.263                19.750133168         -99.0                1.90263676772158      1.8139030981320612   2342.473241045837   
  152057.36+140627.0   2.4994181457667275   19.750184768         17.457               3.2901956537429604    1.7856509296918683   2977.7224930612424  
  100645.60+462717.3   4.457455037950319    19.75125354          -99.0                1.8500657742199507    4.463787879026052    6065.042866137001   
  135303.69+035924.9   2.458                19.754683485         -99.0                3.058748797378009     4.322595247587161    6430.631953060636   
  104556.03+324752.7   3.239653383174603    19.755133667         -99.0                2.939655593997185     4.100531707890875    3751.393025426819   
  132638.44+485550.2   3.364923865374389    19.75887372          17.641               1.4356477806445578    3.448399829594121    3657.2809225648866  
  142639.55+043249.5   3.445629936621542    19.76900184          -99.0                1.1805689965068091    3.805658995785013    2280.820113465117   
  074955.77+241008.3   2.363039263395005    19.772437477999997   -99.0                2.139489362129456     1.4944251162116255   3592.5097118930094  
  164512.04+182516.3   2.203                19.772969669000002   17.709               4.074666962507626     2.8902470088460217   5677.184266333356   
  124215.13+295040.7   3.22507746245171     19.776884889999998   -99.0                2.215495145117989     2.570737567538838    4204.975554624132   
  092455.90+005723.2   2.1                  19.78103006          16.989               4.429902519721628     4.3361401801430315   12008.779157632922  
  232700.35+123921.2   1.6585031413472868   19.783445549         -99.0                7.151435821495301     3.230973095402644    5002.675807391582   
  121516.77+235133.5   1.928172473246172    19.789582983         -99.0                1.573586954538003     4.090583946154794    3923.3552373162966  
  104954.47+284648.4   2.4052886159979945   19.791463042         -99.0                2.2772762388723193    4.2317809675151      8423.80688417653    
  233422.17+233408.0   2.8168845176696777   19.808033332         -99.0                2.62965305193942      4.6976463727288325   9262.441480180729   
  162059.36+114538.0   3.10294508934021     19.826551183         17.794               2.698573898819616     3.6929820637483455   5112.267091804442   
  165356.74+283332.8   3.141264957134984    19.844802625         -99.0                1.333868846769119     4.61497192265605     5960.883915939232   
  105152.88+472502.1   3.201730728149414    19.845389060000002   16.36                2.6701160296287423    1.178408702417973    3151.3069585327944  
  225826.56+145208.7   3.1308450978123425   19.853092071         -99.0                1.4692593541873211    3.199120893077261    5241.618444226957   
  165233.18+383600.1   2.0514995853803124   19.863017451         15.146               0.8713275879063075    3.6608085158299835   2006.6183268899406  
  123452.55+361146.6   4.873541864736788    19.888746896999997   -99.0                2.006539978905845     3.872825446993868    5419.356598980688   
  235122.79+182857.7   1.552                19.922467826000002   -99.0                5.080862749216411     3.5402736619907844   5049.804087092139   
  091938.22+222525.1   3.4618381235544784   19.923128038999998   -99.0                2.2251770979186922    4.049635557609776    10075.475654505994  
  085501.44+553833.0   2.345589834577774    19.926866748000002   -99.0                3.1250495711283826    3.500649728671008    3051.98636583363    
  090658.20+265355.1   3.3399256939253585   19.927470573         17.525               0.8030344696685371    4.927134695834779    3649.544426960689   
  234956.95-031519.8   2.3248155919628672   19.934661512         -99.0                2.0366960937920147    3.886195038998326    2765.2600598309705  
  102853.10+325630.6   1.688483042830626    19.960292642         15.877               0.76946566052503      4.5278964833274475   6188.156590833866   
  080304.18+444416.0   3.7384965247861985   19.963950458         16.587               1.3415848659541472    4.575338685628686    8813.550802287637   
  151245.49+444411.1   1.6353579145409698   19.970482374         18.106               3.099597807965656     4.839522210891509    6784.490134507082   
  215529.00-005159.9   3.6773851947635614   19.973488121000003   -99.0                2.0675662226344795    4.821700243114231    11107.932766401978  
  010328.80+261938.4   2.503057420573845    19.980364259         -99.0                2.0887333867034443    3.1685560907509576   3774.8746584571945  
  081547.33+555153.9   2.146846893970339    19.982910886000003   15.758000000000001   0.6511679699997177    1.404834233423542    2163.8431847366796  
  082720.22+465142.1   3.196                19.991231351000003   17.625               2.083833275348868     3.658575738012672    6636.491045696074   
  114959.92+252302.4   1.725                19.992816188         -99.0                1.7783590200991957    4.408544308476385    2682.847844030445   
  080412.71+201045.6   2.4523461835966307   20.005979119         -99.0                2.4894773063749422    1.8215103799728614   3509.2271018879874  
  144231.71+011055.3   4.564506871073573    20.010536015         -99.0                1.5955766815909727    4.7996189653036385   3409.289459821454   
  102404.07+501151.5   3.4395613667037557   20.011287895000002   -99.0                0.5601217894073669    3.6562246659974855   3534.570559445705   
  144103.71+414015.7   2.3298748242795853   20.034410543         -99.0                2.5080267595849794    4.426618200372124    7802.939022439552   
  103556.44+510050.4   1.8994374791708024   20.05401482          15.386000000000001   0.32434591051616496   3.287335505605208    2165.9821882305705  
  111638.32+345705.2   3.2241061782619274   20.057724069         -99.0                2.1841738729318756    2.1586493603045116   2746.4501528688197  
  104430.29+431002.0   2.790902356680563    20.058027841         -99.0                2.281028260224965     2.248434693202588    6341.238971225498   
  114543.19+282950.2   2.525                20.065613562         -99.0                2.0908087172150607    3.157249271971857    4672.193508298429   
  123604.19+030341.8   4.577                20.068206147999998   -99.0                1.5412599281659363    3.816461647795117    8329.029118586594   
  095158.83+391834.3   4.264623057697432    20.090212928         -99.0                1.3694926116365136    2.6805737094439466   3766.698633074366   
  084556.42+314528.3   4.46                 20.104636212         17.497               1.2647560149046464    4.719725312305503    3947.852409021883   
  103849.27+551337.4   3.8480344282144574   20.109014171         -99.0                1.0653832952797744    4.4284808775157245   3375.499653850601   
  120956.57+062657.0   2.3226953268842943   20.12733399          -99.0                2.962929259256837     3.918263772003435    2837.7312454288185  
  114958.53+375115.0   4.363615873119934    20.133038595000002   17.686999999999998   1.1946228574400237    1.8668076600423273   4436.317611849536   
  090030.40+315518.0   2.79197071850274     20.13573982          -99.0                1.3668339153994715    2.2609546276222576   3350.689091669292   
  090919.50+564745.7   3.0982134257193708   20.150900099999998   -99.0                1.6403573033835137    4.143250220967239    3105.244136817816   
  145312.21+182831.7   3.5324036626807787   20.162298576         17.928               1.7526881723027627    3.8589475117632484   3629.3940015184567  
  231831.56+062551.3   1.608                20.163047537         17.536               4.011325419544088     4.469404718330477    4228.155184370141   
  110325.53+362914.4   3.1196511999445686   20.17354422          -99.0                2.3034058273294957    3.9768576333547028   4060.962442503991   
  140412.58+532259.8   3.6087691783905034   20.206791959         17.604               1.5372456106507162    2.8595283419080864   2594.6400128748396  
  160012.72+470925.4   3.138196833828068    20.21281393          -99.0                1.4011647093406658    4.070477458285823    2482.461475176586   
  005912.49+053934.5   1.5395721559261148   20.213717676999998   16.869               6.139005137828503     4.615987881025874    3148.170608446989   
  113415.21+392826.0   4.848182985270053    20.217044402         -99.0                2.119743531571132     4.725070618866974    2988.467936065146   
  095212.34-025602.6   3.4619130132677083   20.219736003         -99.0                1.2766848550554475    3.970131234256926    3146.671795058736   
  150206.74+513058.3   3.18                 20.225745279999998   17.105               1.2554713324545477    4.167180882420593    3952.768897522754   
  002211.01+001435.3   2.76                 20.228730404         17.005000000000003   1.7990076858926043    4.587164929413065    9104.438394441013   
  074528.44+385523.5   2.554                20.237607918         -99.0                2.1887538054155806    3.0038747668746915   7200.053202103573   
  003249.00+210126.5   3.3609480389520656   20.24650301          17.689               1.6845561086762944    3.396656221783161    4275.50591963741    
  150411.05+264718.3   2.613479993470458    20.256656624         17.136000000000003   2.4138833837781264    4.0634143323486835   2365.2468305566254  
  075705.48+440001.1   3.063013802498385    20.261771813000003   -99.0                1.3350723481005284    4.963348390798488    2370.782635599623   
  133417.03+284019.9   2.2917933464050293   20.275841688         -99.0                1.7489810421163732    2.7964415837543757   8262.743731941086   
  093027.60+003804.0   1.8452016043044075   20.287031199999998   -99.0                2.955256697214216     2.505144292068843    2468.9164488196807  
  014202.49+244725.2   2.6024544138351877   20.314253617         17.886000000000003   1.8714209017533625    2.5719278585695737   2990.5126566178733  
  125319.04+411818.1   2.801081623932638    20.329145276         -99.0                1.585458413484522     2.6639661031913904   2191.9221054718955  
  001055.63+254235.6   2.8777282357154643   20.389619572         -99.0                1.1807709936981712    4.520489380161088    8188.412679450031   
  113701.18+315105.8   2.38                 20.390701278         -99.0                1.9001534849146637    4.636285425174291    6198.512142605545   
  130103.41+324529.3   3.0754548019692605   20.41528855          -99.0                1.2366674396191701    3.47873660803427     2865.292776944898   
  150722.73+063604.0   3.0355819538043223   20.441667978         -99.0                1.7546728174566835    1.9293640746379779   2337.5723033715076  
