# sdss_name            Plate   MJD     FiberID   ThingID     z_dr12               i                    i_err          W3                   W3_snr   cc_flags   bal_flag_vi   f1450                alpha_civ                alpha_nv                alpha_all              alphae_all             alpha_allc              alphae_allc            rew                  rewe                  rewc                   reww                 fwhm                 fwhme                fwhmc                fwhmw                sigma                peak                   peaksnr               rat                     wcent                wciv0                wcore                wcoree                shift                 asy                      kt75                  kt80                  rew_di                 rewe_di               fwhm_di              qflag   rew_nv               frat_nv_civ           nvflag  
  100515.99+480533.2   6661    56366   442       478735101   2.375696295413023    17.416131072000002   0.013979015    15.877               13.7     0000       0             49.965144045069906   -2.343804217347796       -2.4663109192714088     -2.5091423926369427    0.0882618402377921     -2.2039716265869225     0.08153132898373644    4.491741920832624    0.2678231777049197    3.5900957207838187     0.9016462000488046   3250.230904823569    160.08845809013948   3083.364034575671    7231.983823421221    2005.8281423803467   0.22939741873849284    6.910436343362921     0.09883082262667421     1547.797455921411    1549.7311506452318   1550.0534483034946   0.41077245199419843   -11.24096203296602    -0.050406015262194376    0.43860742420553317   0.353116934695038     4.92962571165117       0.2006741515856607    3563.152669728396    0       13.760909473014754   5.204975607312127     0       
  091634.91+165246.1   5307    55998   461       260689216   1.645                17.42557567          0.016983159    14.797               25.9     0000       0             17.776039288041627   -0.31978370777697906     -0.31978370777697906    -0.3508332737745327    0.008822715006369875   0.23344451538146224     0.03315218801944145    4.446517790135804    0.8785919530994107    1.0885570949072376     3.357960695228566    3097.11956070193     1147.5184250234602   2104.4258181616115   10106.196093499877   3619.0775954967066   0.1459102406663415     2.312910150941063     0.41409915115638385     1521.8452972342236   1528.8937475572106   1530.054610131138    2.093112661137651     -12.361908242249767   -0.48244069825491614     0.19531325403196162   0.14696612374808046   3.337843304441776      0.8072305493062825    11231.116610601091   0       -1.0                 -1.0                  1       
  102325.31+514251.0   6695    56628   444       493529152   3.4249236427153544   17.509977559         0.019480199    16.016               11.7     0000       1             16.838185457574642   -1.8812795569827734      -2.052420498273855      -99.0                  -99.0                  -99.0                   -99.0                  1.144259108607941    0.2594097399509283    1.144250556546201      0.0                  2175.1204538608026   329.7877878928094    2174.2260218516712   8578.02859577194     924.0710452941323    0.09570166468295314    2.8836406330751934    1.8943755160617306E-6   1557.8618342743648   1557.8613065919594   1557.86179353289     0.858903813363849     0.0                   0.015830135567098724     0.45539958746463094   0.372193048787143     1.4114783872100816     0.2757073607499722    10012.142734652743   0       4.181137865034361    5.58217893928764      0       
  124013.24-024629.5   3778    55213   44        56213834    2.7301273255674463   17.512385175         0.014392986    15.286               15.9     0000       0             18.979223263013218   -0.7099880900245747      -0.8353802240596965     -1.264712606946971     0.1616887379804787     -0.5908697673000385     0.18653942095795373    4.722289684357675    0.4891966089917061    4.72228962649512       0.0                  10029.000086696644   819.5109542069388    10028.085406451608   17499.443003184046   4169.065918881572    0.08563214542246475    2.550146180687582     7.021643719505254E-9    1531.198212277904    1530.85421855892     1530.8542090660617   1.7417181887846156    0.0                   -0.004095170647766348    0.45554293749770647   0.37235739922714545   3.304781351442216      0.3002226229411188    11926.751735941258   0       12.506503486684046   3.1735650932381136    0       
  125455.35+532218.9   6679    56401   252       500718271   1.5913416529405016   17.533608114         0.018469365    15.636000000000001   17.9     0000       0             57.93662627745648    -1.526866076858226       -1.526866076858226      -1.6811995675836688    0.0938604972899181     -1.0694143982329736     0.11616657165178802    1.903952269699381    0.3395609753985811    1.903949509885448      0.0                  4957.915469746149    695.9921330847559    4957.350358317077    12969.909838655376   2105.6173723980714   0.06984065129899834    2.1491456907836355    5.540344771666356E-7    1537.8090694333607   1537.8091805035988   1537.8090274134715   1.4068044213618625    0.0                   0.005301175919349222     0.45551621215022037   0.3723184597967141    0.8473998598310573     0.21555633408138958   6842.97649705586     0       -1.0                 -1.0                  1       
  112824.07+222420.3   6430    56299   944       306113852   1.6862226436255765   17.58443231          0.023131136    14.851               23.8     0000       0             31.080630808423155   0.20605479202109858      0.20605479202109858     -0.506449582676648     0.3876976189086626     -0.16711033827045813    0.40897716634021675    3.94398093191806     0.38939207332936604   3.9439803783295453     0.0                  7023.425707555076    538.2994171506284    7022.884112290704    15111.118597287157   2978.1752421073506   0.10212251418816236    2.5399946430237352    6.523357580739163E-8    1528.8406364096215   1528.8271968847207   1528.8271489089223   1.1308973859319564    0.0                   3.130552776461204E-5     0.4555121444169734    0.3723215266117293    2.723384424643882      0.27375500033087674   8376.226295496985    0       -1.0                 -1.0                  1       
  155433.13+221842.1   3936    55302   944       306728540   2.41                 17.603284303         0.018416733    15.956               12.8     0000       1             17.947767964153087   0.2314478110128083       0.2314478110128083      -0.28287785414031086   0.2190828356418667     -0.038853551880270974   0.26209693605283685    4.76344141269441     0.3659354314735702    4.763439177097322      0.0                  4681.766925142885    316.9525586988602    4681.394115465961    12635.056744261792   1988.4372573548978   0.18503237410630777    5.6839222010682455    1.738884930183805E-7    1547.9235290112247   1547.9235876836415   1547.923488099163    0.5649463208377308    0.0                   7.954318862533507E-4     0.45548714581782      0.37228156873398716   3.637567037534609      0.785292804657051     3595.4893594608934   0       26.49503591861499    5.288490410902593     0       
  001444.03-000018.5   4218    55479   194       94863645    1.5555881479176688   17.641374831         0.023312598    16.526               5.4      0000       0             41.62394850042041    -1.7705311142341456      -1.7705311142341456     -1.5471191147671668    0.1782989969609817     -0.7296647367933308     0.1356523947288473     3.0136036265139756   0.25069209062239006   3.0135974205206284     0.0                  4073.3876313211176   257.6798095838044    4072.6149942094867   11840.040321653998   1729.9471467104804   0.13455951514123243    3.992008235666799     7.083468013003643E-7    1541.5226403464853   1541.5223854152907   1541.5225991075422   0.5617378867467204    0.0                   0.009685240473749425     0.4555287047647596    0.3723500396997692    2.8433731668228575     0.18080639728139283   2812.0435126443904   0       -1.0                 -1.0                  1       
  163950.52+434003.7   6030    56097   51        454742676   4.03675008494552     17.658682556         0.019678848    16.164               11.2     0000       0             15.98077408714271    -1.2465483341141403      -1.331655821991795      -99.0                  -99.0                  -99.0                   -99.0                  3.5067759334397093   0.3546289787121292    3.5067754821202506     0.0                  6939.942933651005    557.1535276864042    6939.372956402895    15034.492256640824   2933.299466915251    0.09189459844939923    2.3189923324095734    5.9402884582914934E-8   1522.4935782474079   1522.4474515661896   1522.447496917646    1.11532944866058      0.0                   -9.928941506873578E-4    0.45551980445870294   0.3723254388305991    2.6196963708243857     0.24734989448746741   9023.204364578762    0       14.98230203092877    5.7867835287699165    0       
  090809.13+444138.8   4687    56369   506       460903811   1.7310559197997653   17.662456560000003   0.013850955    15.78                13.9     0000       0             31.74640593581237    -0.804671927274872       -0.804671927274872      -1.2881845980481605    0.2957033327949968     -0.8918613747500583     0.316495769504046      4.712360786330638    0.42264955249124764   4.712357360297479      0.0                  7344.637202675529    520.8012605551089    7344.033487681088    15399.543341077177   3104.723788212839    0.11668255922607919    2.7677857485932593    3.467208829175831E-7    1525.4907927648944   1525.4434309911326   1525.443459839866    1.050662580447319     0.0                   0.003490870408724374     0.45553640612513574   0.3723345359345512    3.5806495750039176     0.26315696728867904   8449.53683043861     0       -1.0                 -1.0                  1       
  084424.24+124546.5   5288    55865   398       224493026   2.496                17.716381254         0.01191912     16.003               7.9      dd00       0             16.70965616294903    -1.310733761714113       -1.4742193509259645     -1.6433520265954198    0.13868277483709318    -1.3176273689663338     0.125811624133538      3.2594406200618975   0.6652401940972794    3.259437208230938      0.0                  4675.002423699543    789.5221599143928    4674.212156399272    12626.145494341401   1985.3868011391498   0.12680506266892363    4.166752077534414     3.875094960932264E-7    1537.6929478458387   1537.6930229059972   1537.6929064149065   1.494368366477579     0.0                   0.008521707601267515     0.455530387626984     0.3723816699246524    2.8658281129064562     0.3892734710465857    5161.405942341016    0       8.22873990793165     3.4749151594556555    0       
  105426.36+263632.3   6437    56340   810       342613152   2.2903829349650233   17.80081271          0.021093527    16.753               6.2      0000       0             20.400190757347243   -0.5174019311605336      -0.8461067962468202     -0.9653339709143308    0.09099748963920759    -0.6026280626234737     0.1191725536236465     4.4239898825997965   0.25324242787615886   4.423987915215815      0.0                  5933.330698193458    258.2248898595833    5932.837304601623    14051.262032722736   2519.351690959838    0.13559816141709047    4.019231069114365     1.8776827812803858E-7   1528.0498993380822   1528.0487101398144   1528.0486190414647   0.5627400215121914    0.0                   -0.00268492792848124     0.45551581757146403   0.3723227405277586    4.406593609972333      0.21058878368699294   5252.086775616397    0       12.910450515633805   3.4716259919988746    0       
  145453.53+032456.8   4778    55706   92        141276370   2.3738462097361857   17.81643565          0.014530475    16.161               12.1     0000       0             21.282287960828004   -1.5700092568519355      -1.8057899744474513     -1.8325363463959354    0.06267122148351015    -1.330174307919839      0.09221879385268957    4.338034610552952    0.24371940828315547   4.338032015934956      0.0                  5745.974733745617    257.5563481855266    5745.457949521638    13854.541417622611   2440.2379970148318   0.13729996816519557    4.470398408636376     2.4803505275420644E-7   1534.2649869581376   1534.2649046628064   1534.2648669841121   0.5437066531077531    0.0                   0.0043094503545411085    0.45551476466146185   0.37233120752504695   3.6968196478155733     0.25365573691725984   5824.719582808819    0       9.546020736993441    3.2577890569381793    0       
  002411.66-004348.1   4219    55480   92        77805163    1.7907272500428413   17.85205912          0.020483037    15.747               11.3     0000       0             27.51006441686223    -0.44287094637048213     -0.44287094637048213    -0.9466206109208274    0.29887398823670014    -0.3876784432289239     0.31189682673144226    2.655631402785593    0.345191611165929     2.655629904969159      0.0                  4136.359243116243    417.4434647662288    4135.889120204017    11926.685950528483   1756.795164951799    0.1167618519567304     3.0404377045267905    1.9558703328853357E-7   1523.2669702998462   1523.2669197961663   1523.2669262930121   0.8848422009295945    0.0                   -0.0015467098198558582   0.455445548006504     0.37226199105513663   1.1844246467080666     0.23972991885768657   5602.425069594316    0       -1.0                 -1.0                  1       
  092057.29+392908.0   4642    55926   663       430030665   1.5932461161549774   17.853657492         0.019637614    15.851               13.7     0000       0             46.58516445689368    -1.9559355970865377      -1.9559355970865377     -2.1199333644777916    0.12476435612635348    -1.5913513400719987     0.14924471799811168    4.720947981633555    0.42808671341953053   4.720877787689423      0.0                  4963.344645584011    346.77622826631114   4962.659179124865    12976.212415167824   2107.9408239916074   0.17298681536460703    3.9188589943288785    5.6864460400221826E-6   1535.6454620650813   1535.6455846973547   1535.6454067646555   0.7350627075661825    0.0                   0.0067670478566235585    0.45552286334490094   0.3723339726999357    4.493753324950376      0.3877391942469098    5762.676388908599    0       -1.0                 -1.0                  1       
  021226.48-033555.0   4390    55948   556       51776353    2.7191941833448476   17.859770620000003   0.014252529    15.85                13.2     0000       0             17.844087473170042   -0.9336703163356561      -1.0408206825867317     -1.3974406235407077    0.13510432213877008    -0.857161407927651      0.15915622392836187    3.218559066562951    0.4197912658890443    3.2185573349568055     0.0                  9086.73846604654     949.6574990652617    9085.875529436793    16816.78643964949    3807.600117305246    0.06441645482120217    1.5037738075090683    2.9067756683471044E-7   1529.5476638010366   1529.3579403607766   1529.3579580580763   1.8430523410338744    0.0                   -0.004468446259787864    0.4555403499590428    0.37235447637849794   2.3102508577539993     0.2673845377822403    11252.805363832926   0       12.528942507267821   4.901070501092109     0       
  013417.81-005036.2   4230    55483   294       73057452    2.3086145143847037   17.906348524000002   0.013745843    16.212               8.8      0000       0             7.469922022253595    -0.6228226429917638      -2.351661668130818      -1.813177532446006     0.34332068560333817    -0.975375491786068      0.28120705757168357    3.1332882750826023   0.4128243233099516    3.1332882750826023     0.0                  4279.976447249378    426.2946404813287    4279.474677754422    0.0                  1817.7441026853605   0.133141093324712      2.919975223281181     0.0                     1520.0721393723584   1520.0720756338803   1520.0720640795132   0.9351902752526657    0.0                   0.002351192069355828     0.4554543807666559    0.3723163761463106    0.13143192655115854    0.25843258996375057   4549.852399389864    0       13.340968623434106   6.623594037867925     0       
  104642.83+053107.0   4853    55928   286       160281835   2.7329546713514663   17.908931052         0.024762023    15.891               11.0     0000       1             13.153110707435028   -0.6134682153125849      -1.4092887572699642     -1.256006497333693     0.17485721695586212    -0.6946036474781148     0.13737195146151757    2.147260867143717    0.7340069976819508    2.147259399475078      0.0                  5496.6553228501225   1576.613154899609    5496.21253031069     13585.232151438284   2334.4249671679036   0.07104333510538588    1.4094570476307404    2.7652846023902166E-7   1535.14909692471     1535.1488687863275   1535.1490374185782   3.319085490985675     0.0                   6.063374629611638E-4     0.4555029360836052    0.3722995423833274    1.6803423748206114     0.7136665508530873    4407.600323511983    0       11.592756582487292   7.050885429943259     0       
  125935.85+152704.3   5418    56037   362       249427610   2.365                17.969649796000002   0.016769942    15.551               15.9     0000       0             13.735210450962189   -0.7480311970365815      -1.4753476782980666     -1.4037449550093932    0.1357154664875702     -0.9442492779341987     0.1228095092767063     4.42282806286698     0.609298557541511     4.422827744867304      0.0                  8631.937356545217    953.0920609345745    8631.1876550511      16468.095042406196   3536.429055850079    0.09318193165177639    2.0582976283364234    3.7683725426111336E-8   1518.4902823237812   1517.9221401012187   1517.9220546046924   1.8705604655367059    0.0                   0.0038355608487753976    0.45553929246913605   0.37235183518692655   1.4590867410770443     0.5160636932896655    10562.673714464721   0       15.293941054472091   4.687580087036025     0       
  160804.13+054651.0   4895    55708   342       161723665   1.6231020843511144   18.008339839999998   0.012896486    16.148               9.5      0000       0             22.73056803765635    -1.6398640008222578      -1.6398640008222578     -1.8969531956826895    0.1529170901761953     -1.3321965484589366     0.1784355040967658     3.1093008064052374   0.6046874157294628    3.1092988855150163     0.0                  7839.061152943015    1211.864665343069    7838.178792533232    15825.303595640291   3313.2298465507065   0.07213560269806805    1.2540298561921284    3.059870572225501E-7    1528.8057093440752   1528.7538972638058   1528.7539051552549   2.4292887598446895    0.0                   -0.005803431836559369    0.4555445321951985    0.37236857589971356   1.8847330412172596     0.3590881237784719    11240.961821182487   0       -1.0                 -1.0                  1       
  012807.86+075853.0   4556    55912   976       182465085   2.4168227133969644   18.018942924999998   0.017621174    16.458               6.1      0000       0             18.5425959516508     -1.1453957263292305      -1.2348341108147454     -1.5747740760349085    0.15090559662257447    -1.0335774570581557     0.177136030528057      3.010450840168163    0.3608997202800534    1.639118202009998      1.3713326381581652   2868.9135147063953   380.6266257378393    2439.1278846379837   6396.938306488313    2203.74042573733     0.1528348191687492     5.040585347675636     0.2550648239434664      1532.8414363357558   1536.562975109879    1537.3592265465109   0.767395186234201     -9.92354017780443     -0.19674939702593577     0.36679844301263836   0.26495678288931385   2.422048324249772      0.3330611858471871    4909.840339576306    0       7.039726353761459    3.0688440386434674    0       
  080906.88+172955.1   4493    55585   610       266979761   2.948564449285742    18.133850325         0.018267974    16.764               4.7      0000       0             11.515856348216426   -1.122799985322709       -1.181593874456728      -1.4172130878320328    0.10620378840832233    -1.2009575638292425     0.12281600737455318    3.7580361977080874   0.44368143310529445   3.7580310734982674     0.0                  4904.603351239972    441.38016866098576   4904.088724365062    12906.394910944478   2083.002085371668    0.1393492062697596     3.5352710109248013    5.181072647663902E-7    1541.8402087199618   1541.8403381078792   1541.8401674395502   0.8490288346641357    0.0                   -0.004216319443622925    0.4555176668275066    0.3723248717892615    2.631182769277075      0.4152709355331802    8063.599358597862    0       6.360934798163837    2.197788830639239     0       
  140701.12+212715.9   5896    56047   494       298926419   2.742                18.157492266         0.018245954    16.293               10.7     0000       0             14.460572588774314   -1.079496888133527       -1.495724205838127      -1.578002470228563     0.12652664602377703    -1.0519595436560605     0.16431630576324147    4.907436129218084    0.7287321055573049    4.90743467899934       0.0                  8587.510598962079    1055.5145349613992   8586.922396538654    16433.414991901394   3523.7677443395723   0.10392482047702954    2.5172982108066604    1.5441469743926836E-7   1518.5938810948735   1518.0570487032257   1518.0570255770217   1.9557234855482948    0.0                   -9.045639190503185E-4    0.4555234491502784    0.3723323253483312    3.9692532993976783     0.25811256667716936   10084.380192821613   0       9.699222791867685    2.739414408263855     0       
  213915.94-013643.0   4385    55752   910       64829181    1.6242186140827903   18.201309163         0.01112669     16.597               6.3      0000       0             24.690740808573416   -1.4992843316697229      -1.4992843316697229     -1.6888212914383154    0.15745091456604973    -0.8793319748328188     0.18558411341788947    4.969918677846182    0.6475216819204       4.969917831081841      0.0                  10993.920319439216   1119.0796024182578   10993.111511036224   18150.213202358005   4562.43335164972     0.08221117327992541    1.5174222508724124    1.0319346840129546E-7   1536.9862063511953   1536.681561906752    1536.6815207643856   2.441000129036008     0.0                   -0.001430203550366038    0.45553420498933345   0.3723448521743453    4.725670442854607      0.5698190499215249    11612.980538741078   0       -1.0                 -1.0                  1       
  113918.10+215839.0   6431    56311   908       304270544   2.075703715615825    18.201879282999997   0.024996363    16.29                8.2      0000       0             16.091975896895747   -0.49154489646277133     -0.670251973354         -1.2018364082348267    0.21475023928652667    -0.8916092857669948     0.21483282536802595    4.358444335137678    0.47986869431000395   4.358443003234091      0.0                  7983.711356125861    706.9826133598323    7983.1070641801525   15946.327992435656   3370.1915175792583   0.09927998661848943    2.169858428105914     1.5298632508600866E-7   1528.2179498063774   1528.149338038656    1528.149248094769    1.3777565309455462    0.0                   0.00122554639876963      0.45551932703235454   0.37232707140410365   2.842679748780938      0.3255406687901596    10451.27004996126    0       19.954336433589777   5.269385457932962     0       
  003355.94+012720.8   4302    55531   138       126176494   2.3388687275645648   18.242126104999997   0.019020855    16.087               9.7      0h00       0             14.449154826561907   -1.1397041388552118      -1.2947909067634007     -1.3445335331241757    0.052713255518173005   -0.7441287370611702     0.08961492725919235    4.665481773992025    0.4283811191445283    4.665480326184236      0.0                  8737.306628084341    635.7101390970066    8736.58844357854     16550.135922314497   3564.5232555625007   0.09710839631985972    2.2635616476791665    1.6381542319087068E-7   1517.963674678148    1517.3084915885431   1517.3085486064672   1.1845049533576595    0.0                   -0.0029350974108171527   0.45553494270804734   0.3723476778593164    2.7078939787461422     0.4461002988892832    9382.051779608182    0       14.676774739747023   4.233326384956771     0       
  082412.89+194301.5   4483    55587   334       284629097   2.7                  18.244398057         0.019969657    15.83                10.4     0000       0             7.49633514379317     0.6271688604602242       0.6085261836546372      0.18721255818135726    0.12214447010551335    0.598011934738461       0.15503152537849232    2.579210759114335    0.5133954602513874    0.737398164901741      1.8418125942125942   5570.8686696019995   1018.3763273617827   3638.029832095563    8488.714017500244    3186.2755443223673   0.0744020433712278     1.3303056716344044    0.5302991108890767      1528.4852243894247   1526.550602208592    1523.8616255721747   3.8088658290491093    6.390615229017612     0.18735101150630698      0.3525224584123107    0.27575886102131236   2.1762133634329075     0.37251604417769985   7318.374167913679    0       6.296873376521693    2.1198320191185345    0       
  140957.95+511956.5   6742    56415   574       492525805   2.675                18.26573332          0.016135983    15.966000000000001   16.1     0000       0             7.444767666363557    -0.2668967574063017      -0.3435134950459893     -0.5992854210606013    0.1505706580709053     -0.13231977394729103    0.2015265516868964     4.979951412519474    0.9845890784797254    4.979949877634742      0.0                  8956.273902045343    1506.4055482777114   8955.449321376072    16718.136322182894   3614.6566202314825   0.10112065851741601    1.4485466159011393    1.6510120430968596E-7   1516.9031163381705   1516.0145465998262   1516.014498470191    2.6287893470085457    0.0                   -0.004192018826419787    0.4555411411179349    0.37235395489817497   2.2165874324964534     0.9207019022245568    9298.825414030065    0       9.6392878131149      2.0899694697289815    0       
  000009.38+135618.4   6177    56268   386       235532867   2.2572132509120513   18.26800446          0.024776442    16.087               8.8      0000       0             9.48107359424777     -0.984762425673385       -1.9875363396950059     -1.8054803463924387    0.16872579430588028    -1.2936293749270769     0.14164379489139298    1.964029965633513    0.41396658277883897   0.3435054554764054     1.6205245101571075   4980.313773543168    1021.8280279719706   2054.1488918918185   7051.684476068871    2745.27187107916     0.06716468152964761    1.3855717088301243    0.6221913926057088      1515.1355479131216   1516.0917446405304   1521.682043266963    2.3848112427640156    -8.220292975464417    -0.33762488182183753     0.26750483107871864   0.2050046555874739    0.9281070955548785     0.3538789296528518    7536.294345106555    0       11.148711073027167   8.551417789320904     0       
  155948.17+065727.6   4893    55709   312       173150568   2.85566713369929     18.271219141000003   0.01498954     16.453               7.3      0000       0             8.437709257615076    -2.1139882429521566      -2.1811762731178677     -2.220223668741258     0.04456946053161715    -1.8327884759312998     0.031148039160926747   2.8456134070196337   0.546628570087659     2.8456099445999747     0.0                  6472.5805874408225   941.7999178117348    6472.001459347518    14592.325559559884   2748.481051528356    0.07995382110150841    1.150197811867568     5.396574747748056E-7    1554.9506310531654   1554.9514581097596   1554.9513974178947   2.0714943621257627    0.0                   0.002458913567036977     0.45551901807103296   0.37230631391645835   2.1579589107714128     0.45431154842401333   6554.029508911469    0       14.273169913090497   7.912824464494457     0       
