# sdss_name            Plate   MJD     FiberID   ThingID     z_dr12               i                    i_err          W3                   W3_snr   cc_flags   bal_flag_vi   f1450                alpha_civ                alpha_nv                alpha_all              alphae_all             alpha_allc              alphae_allc            rew                  rewe                  rewc                   reww                 fwhm                 fwhme                fwhmc                fwhmw                sigma                peak                   peaksnr               rat                     wcent                wciv0                wcore                wcoree                shift                 asy                      kt75                  kt80                  rew_di                 rewe_di               fwhm_di              qflag   rew_nv               frat_nv_civ           nvflag  
  121409.72+171626.5   5849    56033   614       263757227   1.923310149602776    18.593889581         0.020131137    15.333               16.9     0000       0             0.9901311626343573   3.777646664977647        3.777646664977647       3.3143460918930674     0.12127759695956676    4.154711760618343       0.1350186782636692     1.765840056439415    1.554473824999813     1.7658388068637678     0.0                  2762.727804799948    1541.04461885592     2762.194761428518    9762.98471597164     1173.5729087290304   0.11625163585420148    0.3613444674509992    2.0020876964365782E-7   1530.0370505184262   1530.0366286598673   1530.037009721886    4.289597776351089     0.0                   -0.00796581074120093     0.4554322500452902    0.3721798192433276    -2.076970995130978     3.854208726579589     16856.976068652857   2       -1.0                 -1.0                  1       
  011239.65+243824.4   5699    55953   208       325924690   2.3384800957988157   18.621994296         0.01560732     16.921               6.3      0000       0             8.03186589975163     -1.665238397212052       -2.258599774441924      -2.1639562525944345    0.09727322728511055    -1.842433370906129      0.0905582301194756     1.7965172738440551   0.5986637546477329    1.7965172738440551     0.0                  8989.646250389826    2341.7366634841396   8988.731359685988    0.0                  3797.2051164730324   0.03634420911082856    0.5614648126436019    0.0                     1536.1051193194842   1536.0435588561595   1536.043561294795    5.044996539766306     0.0                   -0.005138665486619681    0.455547423866972     0.37235768877516884   1.1757062270771712     0.5962235461237716    8188.423677595133    1       10.420436208635845   9.191483224078757     0       
  104705.45+514406.7   6703    56636   170       493828104   2.912862172855868    18.62405292          0.015790615    17.154               4.5      0000       0             4.542057752815097    -1.1090108112917145      -1.394865636787587      -1.6139661787028923    0.25393776378248645    -0.9690567282310328     0.19872279445832072    3.1286798241999567   0.7906900253692246    3.128676616804395      0.0                  3620.7292651313405   732.8056067302635    3620.048705274327    11188.74957203098    1537.7898229838274   0.1571623930543268     1.397365004683153     3.3168403164279327E-7   1553.237365610618    1553.2375516269408   1553.237324805602    1.454318242730603     0.0                   0.008746458543787802     0.45550615032011676   0.37231804309612193   0.7550836871523643     0.6903327763846075    3876.3086951221944   0       18.287359827060772   7.753218443926498     0       
  135331.26+264553.4   6006    56105   82        343580658   2.309838969253768    18.628374645         0.024918225    16.739               6.4      0000       0             12.128203050889091   -0.8612366574384097      -0.8803541406781689     -1.1595306573288195    0.13145348896845674    -0.9216158418187517     0.16249455620890801    1.2814988387834696   0.4079277073871189    1.2814979249927567     0.0                  2732.7014099109733   704.2374807515374    2732.216181135553    9707.427520178482    1160.8371697336888   0.08529138402358777    1.8075891578308911    2.0069643025856484E-7   1516.0362331051303   1516.0364131916829   1516.0361920060045   1.3728712068930253    0.0                   0.005725372219294807     0.45538580782607635   0.3721468805564286    0.8884479833977821     0.44266897096914426   6741.012254296615    0       4.236630314479966    4.0750912307099005    0       
  010236.07+102910.5   4547    55893   870       206903001   3.5764244334927335   18.640757183999998   0.016552819    17.016               4.2      0000       0             7.632342265382934    -1.0143154429663477      -1.1471164492601902     -99.0                  -99.0                  -99.0                   -99.0                  2.5485125828436455   0.4342893860082791    2.54851174185111       0.0                  4613.115519818944    618.629425495784     4612.223237196249    12548.798536227941   1959.0575884843195   0.10047976215501864    1.9705446761283094    1.2128682352911897E-7   1530.807394170154    1530.8072407223422   1530.8073521903746   1.2817014439476744    0.0                   0.009735894541688644     0.45556381436988796   0.37235394577895126   1.0704080774266913     0.3183006889581233    5586.054756973279    0       8.950180995043704    4.523807290211215     0       
  160114.81+042052.7   4808    55705   304       149887983   2.1471101036758173   18.652483328000002   0.016388506    16.506999999999998   6.4      0000       0             9.139184957688261    -1.28450765207085        -1.5872142860979854     -1.7550675545977337    0.12984324281487747    -1.2536904049288684     0.1365644103617684     3.99408132384786     0.644052517333836     0.7391252443779242     3.254956079469936    5298.325023595371    1089.598916168043    2349.5398246505065   9622.027120368008    3721.6499560786624   0.11266586801545397    1.8287763748795591    0.5459946855470575      1527.7855918228984   1524.6073885474125   1519.4974002281701   1.3476083540600103    9.87515144759337      0.34459524559627913      0.2222132233157608    0.16913667593421375   2.811878251948656      0.4183221366953041    9520.395259850691    0       23.240299614463503   8.238596279068686     0       
  110150.77+601728.1   7103    56661   308       528925518   2.0068098617501247   18.662623646         0.018216807    17.412               4.1      0000       0             7.897739179505258    0.38403222770877804      0.3470448231330302      -0.24468907161212916   0.20014346333836092    0.3559670223516148      0.21479485485270547    2.9091149733402375   0.536025059248954     1.4771931192543024     1.431921854085935    6178.150212504668    1144.4152166486804   5144.2129197769145   14323.738195034524   4433.3456025785945   0.06868054478599372    1.110743468006726     0.26468628460145566     1528.1862351368072   1521.8161942301504   1520.5263389947604   2.8843779780006957    14.26286321468776     0.13799775429880193      0.3751823416396155    0.2766587717116737    2.5606410810432862     0.48953687849140726   8983.538772514914    0       31.863568514568833   10.07635154204142     0       
  091808.80+005457.7   3821    55535   914       118181864   2.114                18.669362085         0.020549364    16.692999999999998   5.2      0000       1             5.278456126962164    0.7151975374527862       0.6213011668791097      0.0917959557146406     0.13906741085349303    1.0354852547533948      0.14306519509544344    2.4303092366383483   0.6683882371748531    2.430309225994112      0.0                  6772.222180056307    1457.376372235951    6771.460352612021    14878.293967331481   2875.726986539042    0.06526516236869112    0.9059288076867243    1.993343631311465E-9    1538.9306694045429   1538.9301172318583   1538.9300806370625   3.58647039646074      0.0                   0.0053834506759364775    0.4555421113382803    0.37234516493558567   2.2962999020273855     0.8464291966717811    1923.5775975077217   2       22.037959588528054   7.873272135931105     0       
  113747.64+391941.5   4648    55673   941       429924261   2.436155925274563    18.680105535000003   0.022119181    17.272               3.3      0000       0             6.635984421397794    -0.38861163173208496     -0.5272092824927186     -0.7005560767402786    0.12211258279436582    -0.4036595293742012     0.16118890747667058    3.518557912632368    0.7695331101669378    3.518554330136608      0.0                  7916.077627640205    1232.4792308319234   7915.321965305154    15889.931057435699   3354.562482349822    0.08083475436974462    1.0341245854544856    5.071866054699725E-7    1533.8199758127882   1533.7984663133057   1533.798487285345    3.1841708014187966    0.0                   0.005023670969100884     0.45554017053585466   0.372350807261302     2.5815530040817976     1.1106382600777498    12334.368904934134   0       8.437586523662704    2.680906702355408     0       
  100409.34+120256.5   5328    55982   218       218716320   2.9053086192335313   18.693267584         0.017256213    16.712               5.0      0000       0             5.175445857141931    1.0864216966583022       1.0196744938987707      0.18312906311517232    0.25030605288678504    0.4481554962308349      0.26993955601083713    4.218279779021366    0.7443683605587303    4.21824613733468       0.0                  7107.603835494731    985.7660206627124    7106.751304548415    15187.383500189844   3007.509251091848    0.10793558425556095    1.2604835812095638    3.7319204859080556E-6   1525.1084288533236   1525.0736612660844   1525.073578987534    2.3187525836471434    0.0                   0.006251314944012574     0.45555514699072336   0.3723679263075865    4.5785449063332635     1.1687413474841828    6902.391569260801    0       17.26783498428174    3.2142856410500418    0       
  140125.58+581650.6   6804    56447   680       521142973   1.8764756214846712   18.70383493          0.02018306     16.841               7.8      0000       1             5.763221950661198    -1.4251137427590288      -1.4251137427590288     -1.766517008495712     0.344911450990747      -1.3327648301991535     0.359316349050992      4.663759441096442    0.7228579044947544    2.0401935764271326     2.623565864669309    2193.2879318011155   372.87997845661135   1750.92669932005     5295.227140062195    1934.6842989252539   0.28176400280205227    2.504907402816203     0.31975997082392393     1559.1529112788423   1555.182013796547    1554.4098117505368   0.8899466354393429    8.43167605099585      0.36528154389906353      0.28731738212632135   0.21650474991956928   -1.672633539459639     2.016222178020969     2149.221589859119    2       -1.0                 -1.0                  1       
  083413.91+511214.6   3695    55212   50        492035071   2.38846373890791     18.706342643         0.018333919    13.097000000000001   59.1     0000       0             0.8193925470958638   5.526360367801773        5.505576218405772       3.8037984206506095     0.3611487928137614     4.119629825936442       0.381696365516176      3.14153842760955     2.191851682703856     3.14153842760955       0.0                  5174.035214013347    2821.1569580587684   5173.287427968104    0.0                  2196.096570178426    0.1104276917473466     0.4323873306393535    0.0                     1571.5740347743017   1571.57726145582     1571.5773083663726   5.976617556865245     0.0                   0.007395991119814293     0.45553308548202      0.37232875334456345   2.5645855145594396     5.241169412857922     14031.252220557712   1       13.518857609010938   1.4046862488124445    1       
  021700.82+034303.5   4267    55484   782       143467629   2.8282220363616943   18.729966150000003   0.025186762    16.542               8.1      0000       0             7.7143488167842476   -2.3708945974223163      -2.7242284455557675     -2.5624909082160734    0.12282360130074477    -1.7018344324250296     0.06799745890056369    2.2453393174063194   0.7147524097605988    2.2453393174063194     0.0                  7530.506785632054    1878.297964597264    7529.649345720816    0.0                  3145.2188136698733   0.05422623550710521    0.6813464302705016    0.0                     1518.4969388810018   1518.293008867359    1518.2930685150363   3.831275582189907     0.0                   -0.005995855732253686    0.4555463936350968    0.372371661363033     0.4787901202289504     0.49759139121224855   7853.6044013579585   1       13.673546293431455   11.301313201129426    0       
  150348.33+002731.8   4016    55632   734       108000643   2.3968568128099603   18.74606334          0.018654414    16.535               7.9      0000       0             4.116261055134428    0.20130605231314316      -0.9266076445123754     -0.7390069053286975    0.26426463080243856    -0.14117543633382698    0.22224219074577847    3.9027527168189233   0.55998147025767      3.9027383324055824     0.0                  3496.077806856614    402.2156090199328    3495.5194122600155   10998.821389638577   1484.933130977466    0.20303011040369764    2.4175093320780845    1.1713529621634547E-6   1550.9456778506433   1550.9453829125323   1550.9456375649359   0.7909045634244759    0.0                   -0.007272644226429545    0.45548342922331514   0.3723155733511064    0.17157839285573573    0.7315518479323603    4334.596138361401    2       21.640492741866655   6.309876157858781     0       
  112944.69+250329.1   6415    56310   510       329113423   2.290236053986453    18.750140704000003   0.017599478    -99.0                1.2      0000       0             10.844871584996477   -1.7274326190105278      -1.9271002163536284     -2.144899240639915     0.16649041675391993    -1.6509933372053731     0.1548682573884179     4.598552419114133    0.3760473603167648    2.7974329151903765     1.8011195039237573   3213.418427932938    240.24707274556653   2818.1618261815047   6905.849839694133    2279.2130509893564   0.21835915283793272    3.168885212132387     0.21719820106674045     1550.851196013779    1554.155419168597    1554.8998477648609   0.6374574995256206    -10.337019714273874   -0.11906197412831088     0.39901973518557843   0.301556277218514     3.438715837044583      0.49366703752486013   3138.351246741861    0       10.83936823353161    3.548342768766809     0       
  103419.11+124608.0   5343    55999   936       224898010   2.1136152744293213   18.75181672          0.074984662    16.079               7.3      0000       0             6.024277871503199    0.6234644503244425       0.5802366421972983      0.010415252175509905   0.1761709310851684     0.39893605054615106     0.19526107096548762    4.38539389872376     1.034533541203378     4.3853920499237535     0.0                  9847.47575643233     1731.5928222691646   9846.743914719109    17371.93164667247    4148.178832610249    0.08098752215421105    0.8526697656175711    2.3896040012293094E-7   1549.5273175584632   1549.5959671738563   1549.595872218095    3.4356572989808294    0.0                   -0.0016460515873643823   0.4555255438607043    0.37234318563970675   4.098293708142592      0.8871692634771949    10003.892500564409   0       30.510891507521777   6.120357571507537     0       
  003244.39+332813.6   6530    56537   198       393734915   3.055                18.75908546          0.017750578    17.157               4.4      0000       0             8.006977290924375    -1.529404921607897       -1.5047167779420503     -1.7232922775913146    0.15510758326840385    -1.0987380750701694     0.21694674743687326    2.6660486180937735   0.36528649625068565   2.6660453491094263     0.0                  3813.4141833676927   416.2720605086445    3812.683020235384    11473.072099403866   1619.5763274119874   0.12715669618544803    2.5358423184030956    4.074704408399467E-7    1543.3831701911522   1543.3832131411623   1543.3831291963897   0.8307053750252495    0.0                   -0.009017444088529888    0.4554938775480408    0.37232469604338275   1.802616535092966      0.3102356646085783    4059.7505294049447   0       6.0172102005828565   3.146024746927567     0       
  140720.62+213645.0   5896    56047   480       300648487   4.121818509221006    18.766031146000003   0.015987158    16.694000000000003   7.0      0000       0             5.14622161244904     -0.1113788768681007      -0.21310145562553795    -99.0                  -99.0                  -99.0                   -99.0                  3.5716230505902167   0.516220709850574     3.5716174747942424     0.0                  4391.150161509205    448.3022383742022    4390.388658111471    12265.415889256323   1864.8107915230719   0.1479327873943891     2.924436903731472     5.588076993584082E-7    1518.8533306004933   1518.8532314589036   1518.8531669388083   1.0062255261544144    0.0                   0.008701340709226572     0.4555388700001063    0.3723552376329251    1.4493425750551978     0.5749993382496915    8478.201938682       0       0.3951798362763967   0.11562073376831779   1       
  101200.06+225653.5   6458    56274   314       310732764   2.1545981170956754   18.770177229999998   0.023261258    16.908               4.6      0000       0             6.734516747648451    -1.086496477050442       -0.8442907083071001     -1.2477550505646093    0.3614232181056279     -0.9217004230468281     0.38783397050204127    2.9424672261042786   0.5139662940904486    2.9424656521772983     0.0                  4849.177186798801    666.0175846258251    4848.723063005416    12839.817331137421   2059.489984048047    0.11035355697469042    1.5746568794727156    2.0199546776220342E-7   1547.994538835622    1547.994492432991    1547.994497966594    1.378935948268766     0.0                   0.00273829517940491      0.4554756322266163    0.3723102687535797    1.995519800344482      0.5425553275413595    5308.2357722048955   0       -1.0                 -1.0                  1       
  113713.75+605729.3   7107    56740   266       531000642   3.795                18.772460997000003   0.015901506    16.856               5.0      0000       0             4.7321260439919675   0.40996645076667626      0.37276121461304756     -99.0                  -99.0                  -99.0                   -99.0                  4.578155838621919    0.7517437955818282    4.5781552181348735     0.0                  10176.716416788367   1209.2779050343213   10175.971643999668   17602.1496228162     4175.512327835604    0.0818119765503139     1.5310611714848799    7.835240859995964E-8    1526.8458184402784   1526.2185063928118   1526.2185278849158   2.474677563973778     0.0                   5.206244808308652E-4     0.45553168434311997   0.3723328321317296    3.8816673628207354     0.8385062589610337    7850.753319415942    2       13.426811524649265   2.6871516677517597    0       
  082221.22+214410.5   4479    55592   74        301571801   2.99950445883133     18.782508325000002   0.025438879    -99.0                1.9      0000       0             8.36765109468177     -1.2510229107060704      -1.3795695569485023     -1.747230886532347     0.1779461913976718     -1.339953163780833      0.19720338482358285    3.771718829153053    0.5325611115813037    3.771716220010621      0.0                  5309.142051643805    598.1926870719207    5308.666835468928    13376.453639706453   2254.7903975365784   0.12919802788805326    2.2945313209648397    2.7453842684977837E-7   1534.915357103735    1534.9154659638614   1534.915308385655    1.1948358283106781    0.0                   -0.0017045796554165814   0.45549185204882925   0.3723020441290569    2.052812887224718      0.40788057536760963   6048.03124245224     0       9.600564270971441    3.4448231078376725    0       
  101204.03+531331.7   6687    56602   274       500194129   2.9375109893548066   18.78259231          0.019065795    17.242               4.0      0000       0             5.88581451801461     -1.1495760826860535      -1.287796101168336      -1.4419813233677183    0.12341696863668819    -1.1470774725173414     0.10482071207279543    4.108664720316266    0.8152273984281436    1.6497334561205101     2.4589312641957557   3816.9087087609855   804.5339682856736    2917.895614480422    8044.807427274905    2773.543836539187    0.15744545835316637    1.9831605405030595    0.3530228567133254      1540.3689967308915   1538.923990055015    1538.3768971170737   1.8251759336309705    3.324528420294655     0.11016027607035814      0.3561442304790889    0.26662667939920753   3.9637031997335725     0.6511258897036835    3367.931477370658    0       7.833435113756327    2.5082199597129735    0       
  075830.84+383519.2   3800    55486   884       424521137   2.235                18.788462902         0.020489145    16.701               4.7      0000       0             6.303245526062428    -1.1891493559510735      -2.236538158440873      -2.0619762972372806    0.1719076083464922     -1.5568699723783603     0.15268361013408355    3.7302870787657683   0.8276532002327258    3.7302860164331415     0.0                  7680.044923886332    1356.270235450926    7679.415277873319    15690.774214466424   3183.353587882745    0.08833163427635231    1.5022486537673112    1.3938052866404183E-7   1516.7142553408116   1516.3934461425233   1516.3934431436155   2.3174873359057417    0.0                   -0.0017215623601169138   0.4555199085182529    0.37232994063683955   0.9947120354227081     0.5425023192426033    9314.882254514347    0       14.350970397582309   6.114709826704298     0       
  123743.05+630145.1   7118    56686   954       538262469   3.49007084761369     18.797021832000002   0.022548396    16.712               8.6      0000       0             1.8087779692274846   -1.0375683397164681      -1.334740116180567      -99.0                  -99.0                  -99.0                   -99.0                  1.6665963102528232   0.9782514519726887    1.6665892802381128     0.0                  3140.8322149594565   1342.1059231058957   3140.340848138443    10427.529834026087   1334.1280411773396   0.09650605744013732    0.6592040895664953    1.270347231051701E-6    1528.1583544771086   1528.158460285154    1528.1583114346915   3.059838628022001     0.0                   0.006577831318916226     0.45543457363090945   0.37226629180099047   -0.42670033016838715   1.3646330801030595    7915.205692589381    2       7.422895850129013    5.948566089777822     0       
  164222.94+321710.3   5196    55831   460       385458119   3.955                18.79834456          0.017903244    16.683               7.3      0000       0             3.8694963347046376   -0.8874723621139984      -1.1749554111132978     -99.0                  -99.0                  -99.0                   -99.0                  4.415720745389169    0.6895016303828961    4.415719390308374      0.0                  5810.112897392283    690.4255942687732    5809.66032205542     13922.481897077576   2467.53367574729     0.1382143094175777     1.6723245789794725    1.280553556558854E-7    1550.5028120719653   1550.5027234892295   1550.502785537301    1.5029451755682313    0.0                   0.0027330659687440054    0.45551772370858185   0.37231858989602157   3.8509407888996066     0.5158972282694793    5254.195402835636    0       28.277371433926014   8.09691629804166      0       
  150634.64+351937.0   4717    55742   738       404757276   3.369501259430893    18.804358978         0.017289186    17.5                 4.6      0000       1             3.559200114694939    -0.06397044075620534     -0.16148291333358739    -0.3421606273459702    0.11433672509378845    -0.1728930968339632     0.10256212402922363    2.152383440457274    0.8013546524932771    2.1523818338328704     0.0                  5012.216892599351    1511.666154209448    5011.483364468874    13033.938997835441   2128.605762774974    0.07810078083034208    0.9524084539882386    2.870023982217231E-7    1554.29057981898     1554.2905541001653   1554.2905404028347   2.931853851446043     0.0                   -0.00700433277428473     0.4555280397106793    0.3723566510642642    -2.4790037873935944    2.0033282992746146    4177.062561118744    2       35.225733424972795   16.832124875551493    0       
  133219.65+622715.9   6817    56455   954       536522907   3.159559677294697    18.805794946         0.018663028    17.664               3.7      0000       0             3.4575830754098815   -1.0926784114913797      -1.2501851932217918     -1.6576852223317522    0.14902806337934385    -1.3288433443097296     0.15007646966379795    4.020039056948353    0.9838387882854241    2.380375057320871      1.6396639996274822   6933.65952117411     1506.6445814922306   5996.409564526638    13859.743017837613   4187.7465127377445   0.09146244304579354    0.8803432499075838    0.2352118037382454      1542.3757145855727   1538.302790353904    1536.8638036627478   4.142717889386071     14.602198965607322    0.09900994312965357      0.4047417321066031    0.3137444917748896    4.035344210598851      0.67777114200352      8277.502486513526    0       22.363148572523105   7.274258031241015     0       
  101324.20+064900.3   4876    55679   606       173046532   2.821246053383949    18.82107904          0.018408414    17.060000000000002   3.6      0000       1             5.973862490220535    -0.32720686612709965     -0.32720686612709965    -0.1679012149283237    0.09127998466552746    0.1245132473115298      0.12865354261278397    4.807249021197734    1.3549352040635187    4.80724178129764       0.0                  4973.196778090712    1141.1686227693617   4972.595341162947    12987.994878847067   2112.0831812466436   0.17579856415766235    2.038828775603102     5.766036234272418E-7    1530.235829204617    1530.2358094817375   1530.235776081122    2.1857075705565494    0.0                   -0.007112642894376654    0.45555382084735757   0.3723461521119234    4.812717472548684      1.0750420403568013    7698.355565092672    0       19.5945746920337     4.392758797004832     0       
  140143.74+535214.4   6739    56393   600       502614328   2.053695674150146    18.833075209999997   0.017433463    16.822000000000003   6.2      0000       0             7.629211055931218    -1.269190466343477       -1.4618627635396118     -1.7797257228783547    0.176263003007139      -1.3382754486249526     0.1697647821899132     4.357337773562455    0.8071106486160546    4.357333192621206      0.0                  7342.031471386096    1080.5365366870237   7341.278198425405    15397.109627824322   3082.580821220132    0.10793232501321304    1.3573032838838128    5.012636520539283E-7    1520.09875665638     1519.9691962361176   1519.9690724892714   2.1764603258807       0.0                   -0.005134598369590619    0.45553092672331175   0.3723463667037411    2.986811741218844      0.4963902369011299    8796.186672653064    0       15.654691776809422   4.998412637505317     0       
  102602.95+404758.9   4558    55569   684       438269447   2.5537281152774503   18.842739514999998   0.020091269    17.02                4.4      0000       1             3.318335253061148    0.08273958495872184      -0.4363634092800616     -0.3715739339439827    0.1576806979260436     0.08322386691865301     0.12325104821178144    3.941781410146438    0.9585254252383933    3.941781410146438      0.0                  2987.741237091363    492.72147249343294   2986.6835246505543   0.0                  1268.8676571820522   0.23999685856735525    2.3764537952520666    0.0                     1527.7738716327524   1527.7738101206673   1527.7738311212786   1.0334991498900035    0.0                   0.013972264740482642     0.45550992390811934   0.37243849341276175   0.5083516717095335     2.0781326831455447    3979.8748649291406   2       13.737377634296484   3.7329753203923106    0       
  103647.03+031337.5   4734    55646   676       139832133   3.225782156344727    18.846425431         0.021044981    17.291               3.0      0000       0             5.114373006588742    -0.4655505403252882      -0.597586107366003      -1.098470019154846     0.20000047506451665    -0.4924705742962831     0.2192136027131049     3.242821930213654    -1.0                  0.0                    3.2428213194205306   7112.521806395587    -1.0                 1583.3582008530466   7111.854670348738    2964.448584862319    0.08291683951053999    1.1546794062566628    0.99999915399204        1515.2485630678252   1515.02781897946     1515.0277924442826   2.623174803759055     0.0                   0.0037337315603978623    0.45553516075006006   0.3723401719390988    0.8255005702740164     0.448955100367873     9541.059248101365    2       13.268708513854033   4.676869771411795     0       
  151150.24+140506.4   5486    56030   289       236906200   2.17                 18.855752803999998   0.028289827    -99.0                0.0      ""         0             6.699808837603392    -0.31147529371217364     -0.5064154490241741     -0.6034995858873591    0.06664742655288781    -0.017212431957768927   0.09601166539693645    4.748227989343552    0.673273600379961     0.8456957737351151     3.9025322156084368   3030.563697364858    871.7925167106755    1673.6136277713576   8831.96569541033     3404.3158845324247   0.16718681232824717    2.209048615579691     0.48060615933903245     1528.8649606532733   1533.0489264824578   1534.5030334679236   0.853213716472295     -7.0583295373885155   -0.3139911077997341      0.17962679274672394   0.1341854059858817    5.346185421120026      0.47240231929928167   5699.9595923363595   0       10.072401055791488   2.3525441245348766    0       
  231236.51+042553.2   4409    55883   408       150709811   3.155911324837537    18.858871902         0.024732212    16.875               4.8      0000       0             4.79900203126514     -1.0598781675954971      -1.2309691935342706     -1.3670876513572632    0.1521509286655548     -1.0299060573939622     0.11752445057591165    4.841395338686646    0.6044864935955215    4.841394409005444      0.0                  5098.445403825269    468.2998217814894    5097.658119491332    13134.800310499884   2165.195096276832    0.17270384928736093    2.2113425356102296    7.452650998218938E-8    1552.7245830068207   1552.7245229777682   1552.724542894202    1.069870820515401     0.0                   -0.0075104193322382065   0.4555322248814504    0.37233219503645865   3.91999600543204       0.4874779018298594    5223.117784450799    0       21.543298200395423   5.7278617625273744    0       
  102609.92+253651.2   6464    56309   602       333988692   2.332566708116107    18.870464188         0.022307253    17.036               5.0      0h00       0             9.79258107264342     -1.2376196941700348      -1.6995923927912946     -1.5835773441705316    0.09944498868252993    -1.120254206651179      0.06996477157945173    2.982128214695055    0.37359538244945206   1.07131035421555       1.9108178604795052   3414.116427014321    543.0445217380255    2571.2014378837066   9075.668061959517    3252.3244737866007   0.1092554974365676     1.885751800481767     0.3504286586147542      1532.4935288948943   1537.9996633785838   1539.061303193514    1.0635707657039732    -10.46873467548926    -0.35006890369666654     0.26954439810430036   0.20234081892138858   2.6035359772577067     0.38662856491490855   4819.789224498726    0       8.758915364375468    4.170843698663656     0       
  142601.30+243245.7   6014    56072   630       324450566   2.0942068020378706   18.870657537         0.019809954    17.314               4.8      d000       0             8.521056910102285    -0.7741283275628682      -0.928613796885428      -1.2494139996165299    0.15530471424497025    -0.8221792477165937     0.14715640036010072    3.0199615436472835   0.6644927652265833    3.0199601839486685     0.0                  8377.483768553026    1479.121210440934    8376.863492386554    16266.980577090088   3509.4454476110964   0.06555745806714736    0.9842454336003995    2.3185465919436207E-7   1525.0690925856625   1524.887705813558    1524.8877527575107   2.838600673183627     0.0                   -0.0014651983541181027   0.45552789942984184   0.3723331120334494    1.313090406860283      0.7189785325627042    8750.92308799255     0       11.72830821498863    4.774121830932761     0       
  023601.43-002528.3   6781    56274   285       82757178    2.0469000339508057   18.905025209         0.021173019    17.441000000000003   3.7      0000       0             5.680561278088583    -0.8426855661310847      -0.9814765485303903     -1.2111880706205151    0.13161861226074015    -0.5192439008383785     0.11410575778370279    4.941709559017938    0.6758832007810883    4.941708226358761      0.0                  7967.761441959427    883.5219154507994    7966.925369458467    15932.897781626469   3356.783665026892    0.11279468500164108    1.8413345129720327    1.3484595235496824E-7   1526.2485156209643   1526.154516973868    1526.1545458265186   1.8005806658691401    0.0                   -0.005213265796125657    0.4555453787244718    0.37235464095433235   4.0539324484161625     0.5403789584678407    7546.183455346094    0       33.162927354565326   8.33538597579201      0       
  083304.73+415331.3   3808    55513   892       444414196   2.3582241432057933   18.906120708000003   0.023806076    17.380000000000003   3.0      0000       0             4.718951342015056    -0.37176376108905623     -0.025997371836899704   -0.4230684155414824    0.47997928095159764    -0.15239307572273172    0.499111412143359      3.0050600711912185   0.6141559484159043    3.0050575578918313     0.0                  5464.3936840611095   887.2812739316753    5463.859818531142    13549.604022333677   2320.466086191605    0.10001280758318214    1.4631035017843559    3.3725952900378224E-7   1526.067527864458    1526.0668509170364   1526.0669352666027   2.0453638201287374    0.0                   -0.002965514767207144    0.45549804511015324   0.3723139843208481    0.7924810661825177     0.6138838903425461    5599.529930996561    0       8.05849380102607     2.757142069207753     0       
  095340.00+190705.8   5782    56272   350       280014408   2.9370473954931917   18.910082519         0.022630356    16.543               5.7      0000       1             5.973664764982044    -0.8486981303581843      -0.9113358515842519     -0.950349456381321     0.07043754847513517    -0.7333660682267595     0.04180654555541348    4.240181675111101    0.6038285906793105    4.240179119169221      0.0                  3373.103963262772    371.9098576071378    3372.6196817072378   10806.31031327792    1432.7366250065356   0.22862259026889373    3.1560101134989553    1.881293803523583E-7    1555.2950653358357   1555.2948185910486   1555.295024339098    0.8138770316561853    0.0                   -0.004831764547663231    0.45543821422822156   0.372245742691531     1.5015275483237929     1.054191212153498     2919.550421054776    0       10.249965086293813   2.9406468860446737    0       
  231331.63+254811.8   6303    56539   569       335170998   1.845815837574068    18.910745559         0.018553281    16.766               5.7      0000       0             11.295383926670592   -1.8009457891164393      -1.8009457891164393     -1.8210266770095112    0.03704891173315947    -1.3456735957440085     0.05704181758887295    3.9566213872521723   0.5522226988467756    3.9566154453056988     0.0                  6730.505836491863    727.4176547319751    6729.951529192175    14839.231601434252   2858.1930807796425   0.1069090395151355     1.7448396446896182    6.810909673813668E-7    1539.8978292688785   1539.8974371716831   1539.8974610936136   1.5371029216869256    0.0                   -1.9873759291169773E-4   0.45551037851031295   0.37232357833095375   3.551028256293648      0.3830725119836207    8742.312372513306    0       -1.0                 -1.0                  1       
  130757.26+330500.0   6488    56364   940       391130815   3.0098493920229203   18.91354639          0.018328615    -99.0                1.3      0000       0             6.140330840250452    -0.778140759044897       -0.774632343616373      -1.1110404135341763    0.16558848056700567    -0.7204081688161823     0.2001162350110125     2.1116550940077157   0.7061311291384753    2.111654584028029      0.0                  5247.507833047183    1343.7071186951368   5246.63035945905     13306.170608725295   2228.4215553352797   0.07318880888602737    0.9097916951809523    9.522639359909485E-8    1529.7532711277918   1529.7531826101094   1529.7531752316797   3.0437580858030864    0.0                   0.009099468655860582     0.45555254866615824   0.37236249385863474   2.074317366874311      0.6274517166382384    8965.620642232923    0       8.509924474726505    4.8121760043480855    0       
  074517.73+223157.8   4473    55589   524       308581316   3.515                18.918315425         0.019784348    17.148               3.6      0000       1             4.9023954099438685   -0.23690632770923356     -0.23690632770923356    -99.0                  -99.0                  -99.0                   -99.0                  4.106083972251679    0.9192741780839946    4.1060769848608        0.0                  2754.4965352160516   583.8081486159393    2754.2746962686156   9748.3513657434      1170.2291817737448   0.27109547626232955    3.325945050336207     4.807992926182567E-7    1547.905725858267    1547.9057565381904   1547.9056848761647   0.8579960670996456    0.0                   7.799706405765378E-4     0.4553780643056254    0.37207517647864125   1.9451431384040916     2.1577814057635667    2672.6772617638057   0       14.637769952125838   3.7561260701439636    0       
