#name	   mjd	   contLum   contLumErr	  lineLum  lineLumErr	FWHM	errFWHM	   REW	 errREW	   L_Bol   errL_Bol	MBH_MgII  errMBH_MgII	MBH_CIV	errMBH_CIV    eta_MgII	eta_CIV	  LineRef   Ref	
J1205+3422 53498   40040     34		  511	    11		9593	287	   15.9	 0.4	   47.216  0.004        9.55	  0.05		9.49	0.04 	      -0.434    -0.374    QSFit	    Shen11		
J1205+3422 58538   -999	     -999	  1037	     5		15000	-999	   -999	 -999	   47.216  0.004        9.55	  0.05		9.49	0.04 	      -0.434    -0.374    QSFit	    tbd   	
J1205+3422 58693   -999	     -999	  52	     0.9	5046	26	   24.0	 0.2       47.216  0.004        9.55	  0.05		9.49	0.04 	      -0.434    -0.374    QSFit	    tbd   	
J1638+2827 54553   3774	     111	  257	    13		4550	371	   31.8	 1.5	   46.166  0.04		9.03	  0.37    	8.74	0.15	      -0.964    -0.677    QSFit     Shen11	
J1638+2827 55832   2433	     281	  63	     3		6052	250	   43.2	 1.7	   46.721  0.073	9.34	  0.2		9.13	0.2	      -0.717	-0.509 	  QSFit	    Kozl17	
J1638+2827 58583   3292	     9 		  311	     1		5739	14	   58	 0.01	   46.721  0.073	9.34	  0.2		9.13	0.2	      -0.717	-0.509 	  QSFit	    tbd   	
J2228+2201 56189   -999	     -999	  -999	     -999	2994	620	   42.2	 5.6	   46.231  0.073	9.45	  0.2		8.73	0.2	      -1.317	-0.602	  Ham17	    Kozl17		
J2228+2201 56960   7889	     14		  229	     4		8911	169	   46.8	 0.9	   46.231  0.073	9.45	  0.2		8.73	0.2	      -1.317	-0.602	  QSFit	    Kozl17	
J2228+2201 58693   -999	     -999	  41	     1		4914	65	   25	 0.3	   46.231  0.073	9.45	  0.2		8.73	0.2	      -1.317	-0.602	  QSFit	    Kozl17	
